,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,23,BAL,NFL,WR,16,16,108,77,858,11.1,5,41,55.6,75,4.8,53.6,71.3,7.9,8,56,1,1,50.0,37,7.0,3.5,0.5,85,10.8,914,6,0,9.0,AP ORoY-6
1,2024,24,BAL,NFL,WR,17,15,116,74,1059,14.3,4,48,53.4,53,4.4,62.3,63.8,9.1,9,56,0,1,55.6,19,6.2,3.3,0.5,83,13.4,1115,4,0,11.0,PB
2,2025,25,BAL,NFL,WR,3,3,23,16,231,14.4,1,9,60.9,39,5.3,77.0,69.6,10.0,3,12,0,0,66.7,8,4.0,4.0,1.0,19,12.8,243,1,0,,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,36,34,247,167,2148,12.9,10,98,55.1,75,4.6,59.7,67.6,8.7,20,124,1,2,55.0,37,6.2,3.4,0.6,187,12.1,2272,11,0,20.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,16,117,79,1014,12.9,5,46,55.1,75,4.6,59.7,67.6,8.7,9,59,0,1,55.0,37,6.2,3.4,0.6,88,12.1,1073,5,0,,
