,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2018-09-09,NWE,,HOU,"W, 27-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,1.0,2.0,2.0,2018-09-16,NWE,@,JAX,"L, 20-31",,10,34,0,3.4,2,1,7,7.0,0,50.0,3.5,1,22,0,22.0,0,0,0,0,0,0,13,21.3,0,0.0,6,21.4
2,2.0,2.0,3.0,3.0,2018-09-23,NWE,@,DET,"L, 10-26",*,14,50,0,3.6,3,1,-1,-1.0,0,33.3,-0.3,1,18,0,18.0,0,0,0,0,0,0,23,47.9,0,0.0,8,32.0
3,3.0,3.0,4.0,4.0,2018-09-30,NWE,,MIA,"W, 38-7",*,25,112,1,4.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,33,40.7,0,0.0,2,8.0
4,4.0,4.0,5.0,5.0,2018-10-04,NWE,,IND,"W, 38-24",,18,98,1,5.4,1,1,12,12.0,0,100.0,12.0,1,26,0,26.0,0,0,0,0,0,0,27,39.1,0,0.0,4,12.9
5,5.0,5.0,6.0,6.0,2018-10-14,NWE,,KAN,"W, 43-40",*,24,106,2,4.4,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,37,47.4,0,0.0,0,0.0
6,6.0,6.0,7.0,7.0,2018-10-21,NWE,@,CHI,"W, 38-31",*,4,22,0,5.5,1,1,13,13.0,0,100.0,13.0,0,0,0,,1,1,0,0,0,0,6,9.4,0,0.0,0,0.0
7,6.0,,8.0,8.0,2018-10-29,NWE,@,BUF,"W, 25-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,6.0,,9.0,9.0,2018-11-04,NWE,,GNB,"W, 31-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,7.0,10.0,10.0,2018-11-11,NWE,@,TEN,"L, 10-34",,11,31,0,2.8,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,18,27.3,0,0.0,0,0.0
10,8.0,8.0,11.0,12.0,2018-11-25,NWE,@,NYJ,"W, 27-13",*,21,133,1,6.3,2,2,12,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,30,42.9,0,0.0,0,0.0
11,9.0,9.0,12.0,13.0,2018-12-02,NWE,,MIN,"W, 24-10",*,17,63,0,3.7,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,0,0,0,0,0,30,40.5,0,0.0,0,0.0
12,10.0,10.0,13.0,14.0,2018-12-09,NWE,@,MIA,"L, 33-34",*,20,57,0,2.9,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,33,40.7,0,0.0,0,0.0
13,11.0,11.0,14.0,15.0,2018-12-16,NWE,@,PIT,"L, 10-17",,13,59,0,4.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,22,35.5,0,0.0,0,0.0
14,12.0,12.0,15.0,16.0,2018-12-23,NWE,,BUF,"W, 24-12",,18,116,1,6.4,0,0,0,,0,,,1,11,0,11.0,0,0,0,0,0,0,23,30.7,0,0.0,1,3.4
15,13.0,13.0,16.0,17.0,2018-12-30,NWE,,NYJ,"W, 38-3",*,14,50,0,3.6,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,25,36.8,0,0.0,0,0.0
16,,,,,,,,,8-5,,209,931,6,4.5,11,7,50,7.1,0,63.6,4.5,4,77,0,19.3,1,1,0,0,0,0,320,35.7,0,0.0,21,5.7
