,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2022-09-11,DET,,PHI,"L, 35-38",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2022-09-18,DET,,WAS,"W, 36-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,,3.0,3.0,2022-09-25,DET,@,MIN,"L, 24-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,,4.0,4.0,2022-10-02,DET,,SEA,"L, 45-48",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,,5.0,5.0,2022-10-09,DET,@,NWE,"L, 0-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,,,6.0,7.0,2022-10-23,DET,@,DAL,"L, 6-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,,,7.0,8.0,2022-10-30,DET,,MIA,"L, 27-31",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,,8.0,9.0,2022-11-06,DET,,GNB,"W, 15-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,,,9.0,10.0,2022-11-13,DET,@,CHI,"W, 31-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,,,10.0,11.0,2022-11-20,DET,@,NYG,"W, 31-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,,,11.0,12.0,2022-11-24,DET,,BUF,"L, 25-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,1.0,1.0,12.0,13.0,2022-12-04,DET,,JAX,"W, 40-14",,0,0,0,,1,0,0,,0,0.0,0.0,8,10.5,0,0.0,0,0.0
12,2.0,2.0,13.0,14.0,2022-12-11,DET,,MIN,"W, 34-23",,0,0,0,,2,1,41,41.0,1,50.0,20.5,13,18.6,0,0.0,1,3.4
13,3.0,3.0,14.0,15.0,2022-12-18,DET,@,NYJ,"W, 20-17",,0,0,0,,1,0,0,,0,0.0,0.0,13,19.1,0,0.0,0,0.0
14,4.0,4.0,15.0,16.0,2022-12-24,DET,@,CAR,"L, 23-37",,0,0,0,,1,0,0,,0,0.0,0.0,11,16.7,0,0.0,0,0.0
15,5.0,5.0,16.0,17.0,2023-01-01,DET,,CHI,"W, 41-10",,1,40,0,40.0,3,0,0,,0,0.0,0.0,18,25.4,0,0.0,0,0.0
16,6.0,6.0,17.0,18.0,2023-01-08,DET,@,GNB,"W, 20-16",,0,0,0,,1,0,0,,0,0.0,0.0,15,24.2,0,0.0,0,0.0
17,,,,,,,,,5-1,,1,40,0,40.0,9,1,41,41.0,1,11.1,4.6,78,18.9,0,0.0,1,0.6
