,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,92.0,1.0,1.0,2024-09-08,BUF,,ARI,"W, 34-28",,2,2,15,7.5,0,100.0,7.5,0,0,0,,17,27.4,0,0.0,0,0.0
1,2.0,93.0,2.0,2.0,2024-09-12,BUF,@,MIA,"W, 31-10",,2,1,3,3.0,0,50.0,1.5,0,0,0,,12,26.7,0,0.0,0,0.0
2,3.0,94.0,3.0,3.0,2024-09-23,BUF,,JAX,"W, 47-10",,3,3,22,7.3,0,100.0,7.3,1,0,0,0.0,17,26.6,0,0.0,0,0.0
3,4.0,95.0,4.0,4.0,2024-09-29,BUF,@,BAL,"L, 10-35",,2,2,8,4.0,0,100.0,4.0,1,7,0,7.0,22,37.3,0,0.0,0,0.0
4,5.0,96.0,5.0,5.0,2024-10-06,BUF,@,HOU,"L, 20-23",,4,1,0,0.0,0,25.0,0.0,1,-1,0,-1.0,34,55.7,0,0.0,0,0.0
5,6.0,97.0,6.0,6.0,2024-10-14,BUF,@,NYJ,"W, 23-20",,4,3,44,14.7,0,75.0,11.0,0,0,0,,25,36.2,0,0.0,0,0.0
6,7.0,98.0,7.0,7.0,2024-10-20,BUF,,TEN,"W, 34-10",,1,0,0,,0,0.0,0.0,0,0,0,,2,3.6,0,0.0,0,0.0
7,7.0,,8.0,8.0,2024-10-27,BUF,@,SEA,"W, 31-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,99.0,9.0,9.0,2024-11-03,BUF,,MIA,"W, 30-27",,1,0,0,,0,0.0,0.0,0,0,0,,17,25.8,0,0.0,0,0.0
9,9.0,100.0,10.0,10.0,2024-11-10,BUF,@,IND,"W, 30-20",*,8,4,35,8.8,0,50.0,4.4,0,0,0,,66,89.2,0,0.0,0,0.0
10,10.0,101.0,11.0,11.0,2024-11-17,BUF,,KAN,"W, 30-21",,6,5,58,11.6,1,83.3,9.7,0,0,0,,44,60.3,0,0.0,0,0.0
11,11.0,102.0,12.0,13.0,2024-12-01,BUF,,SFO,"W, 35-10",,0,0,0,,0,,,1,7,0,7.0,22,37.9,0,0.0,0,0.0
12,12.0,103.0,13.0,14.0,2024-12-08,BUF,@,LAR,"L, 42-44",,3,2,15,7.5,0,66.7,5.0,1,1,0,1.0,36,60.0,0,0.0,0,0.0
13,13.0,104.0,14.0,15.0,2024-12-15,BUF,@,DET,"W, 48-42",,2,1,1,1.0,0,50.0,0.5,0,0,0,,19,27.1,0,0.0,0,0.0
14,13.0,,15.0,16.0,2024-12-22,BUF,,NWE,"W, 24-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,13.0,,16.0,17.0,2024-12-29,BUF,,NYJ,"W, 40-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,14.0,105.0,17.0,18.0,2025-01-05,BUF,@,NWE,"L, 16-23",*,8,7,52,7.4,0,87.5,6.5,0,0,0,,45,67.2,0,0.0,0,0.0
17,,,,,,,,,10-4,,46,31,253,8.2,1,67.4,5.5,5,14,0,2.8,378,42.8,0,0.0,0,0.0
