,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2024,28,BUF,NFL,WR,3,0,8,6,81,13.5,2,4,62.5,55,2.0,27.0,75.0,10.1,0,0,0,0,0.0,0.0,6,13.5,81,2,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,3,0,8,6,81,13.5,2,4,62.5,55,2.0,27.0,75.0,10.1,0,0,0,0,0.0,0.0,6,13.5,81,2,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,0,45,34,459,13.5,11,23,62.5,55,2.0,27.0,75.0,10.1,0,0,0,0,0.0,0.0,34,13.5,459,11,0,
