,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,ATL,,NOR,"L, 26-27",,7,5,74,14.8,0,71.4,10.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,72.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2022-09-18,ATL,@,LAR,"L, 27-31",*,12,8,86,10.8,1,66.7,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,82.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-25,ATL,@,SEA,"W, 27-23",*,6,3,54,18.0,1,50.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,84.2,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2022-10-02,ATL,,CLE,"W, 23-20",*,7,2,17,8.5,0,28.6,2.4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,44,80.0,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2022-10-09,ATL,@,TAM,"L, 15-21",*,7,4,35,8.8,0,57.1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,66.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2022-10-16,ATL,,SFO,"W, 28-14",*,4,3,40,13.3,0,75.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,67.2,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2022-10-23,ATL,@,CIN,"L, 17-35",,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,85.1,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2022-10-30,ATL,,CAR,"W, 37-34 (OT)",*,5,4,31,7.8,0,80.0,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2022-11-06,ATL,,LAC,"L, 17-20",*,7,3,23,7.7,0,42.9,3.3,0.0,1,0,1,0,0,0,1,1,0,0,0,0,46,75.4,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2022-11-10,ATL,@,CAR,"L, 15-25",*,6,5,38,7.6,1,83.3,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,87.3,0,0.0,0,0.0
10,11.0,11.0,11.0,11.0,2022-11-20,ATL,,CHI,"W, 27-24",*,3,1,2,2.0,1,33.3,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,76.4,0,0.0,0,0.0
11,12.0,12.0,12.0,12.0,2022-11-27,ATL,@,WAS,"L, 13-19",*,4,2,29,14.5,0,50.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,86.0,0,0.0,0,0.0
12,13.0,13.0,13.0,13.0,2022-12-04,ATL,,PIT,"L, 16-19",*,12,6,95,15.8,0,50.0,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,87.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2022-12-18,ATL,@,NOR,"L, 18-21",*,11,7,70,10.0,0,63.6,6.4,0.0,1,1,0,0,0,0,1,1,0,0,0,0,60,81.1,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2022-12-24,ATL,@,BAL,"L, 9-17",*,9,7,96,13.7,0,77.8,10.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,55,77.5,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2023-01-01,ATL,,ARI,"W, 20-19",*,8,5,47,9.4,0,62.5,5.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,77.4,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2023-01-08,ATL,,TAM,"W, 30-17",*,8,6,120,20.0,0,75.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,57.4,0,0.0,0,0.0
17,,,,,,,,,7-10,,117,72,866,12.0,4,61.5,7.4,0.0,3,2,1,0,0,0,3,3,0,0,0,0,819,77.9,0,0.0,0,0.0
