,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2023-09-10,MIN,,TAM,"L, 17-20",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0.0,0,0.0,18,64.3
1,2.0,17.0,2.0,2.0,2023-09-14,MIN,@,PHI,"L, 28-34",,0,0,0,,0,,,0.0,0,0,0,0,0,0,1,1.7,0,0.0,17,58.6
2,2.0,,3.0,3.0,2023-09-24,MIN,,LAC,"L, 24-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2.0,,4.0,4.0,2023-10-01,MIN,@,CAR,"W, 21-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2.0,,5.0,5.0,2023-10-08,MIN,,KAN,"L, 20-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2.0,,6.0,6.0,2023-10-15,MIN,@,CHI,"W, 19-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2.0,,7.0,7.0,2023-10-23,MIN,,SFO,"W, 22-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2.0,,8.0,8.0,2023-10-29,MIN,@,GNB,"W, 24-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2.0,,9.0,9.0,2023-11-05,MIN,@,ATL,"W, 31-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,3.0,18.0,10.0,10.0,2023-11-12,MIN,,NOR,"W, 27-19",*,1,1,16,16.0,0,100.0,16.0,0.0,0,0,0,0,0,0,67,91.8,0,0.0,0,0.0
10,4.0,19.0,11.0,11.0,2023-11-19,MIN,@,DEN,"L, 20-21",,0,0,0,,0,,,0.0,0,0,0,0,0,0,3,4.1,0,0.0,0,0.0
11,5.0,20.0,12.0,12.0,2023-11-27,MIN,,CHI,"L, 10-12",,0,0,0,,0,,,0.0,0,0,0,0,0,0,6,10.9,0,0.0,7,35.0
12,6.0,21.0,13.0,14.0,2023-12-10,MIN,@,LVR,"W, 3-0",,5,2,13,6.5,0,40.0,2.6,0.0,0,0,0,0,0,0,17,23.6,0,0.0,7,31.8
13,6.0,,14.0,15.0,2023-12-16,MIN,@,CIN,"L, 24-27 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,6.0,,15.0,16.0,2023-12-24,MIN,,DET,"L, 24-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,6.0,,16.0,17.0,2023-12-31,MIN,,GNB,"L, 10-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,6.0,,17.0,18.0,2024-01-07,MIN,@,DET,"L, 20-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-4,,6,3,29,9.7,0,50.0,4.8,0.0,1,1,0,0,0,0,94,23.7,0,0.0,49,31.6
