,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,CAR,@,ATL,"L, 10-24",*,20,38,52.6,146,1,2,3.8,2.00,48.8,2,19,3,17,0,5.7,1,0,0,1,0,0,77,100.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2023-09-18,CAR,,NOR,"L, 17-20",*,22,33,66.7,153,1,0,4.6,5.24,87.1,4,14,2,34,0,17.0,1,1,0,0,0,0,59,98.3,0,0.0,0,0.0
2,2.0,,3.0,3.0,2023-09-24,CAR,@,SEA,"L, 27-37",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,3.0,4.0,4.0,2023-10-01,CAR,,MIN,"L, 13-21",*,25,32,78.1,204,0,0,6.4,6.38,93.2,5,55,2,10,0,5.0,1,1,0,0,0,0,72,100.0,0,0.0,0,0.0
4,4.0,4.0,5.0,5.0,2023-10-08,CAR,@,DET,"L, 24-42",*,25,41,61.0,247,3,2,6.0,5.29,82.1,1,4,1,4,0,4.0,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
5,5.0,5.0,6.0,6.0,2023-10-15,CAR,@,MIA,"L, 21-42",*,23,38,60.5,217,1,0,5.7,6.24,85.1,4,36,0,0,0,,1,0,0,1,0,0,69,100.0,0,0.0,0,0.0
6,6.0,6.0,7.0,8.0,2023-10-29,CAR,,HOU,"W, 15-13",*,22,31,71.0,235,1,0,7.6,8.23,103.6,6,55,4,11,0,2.8,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
7,7.0,7.0,8.0,9.0,2023-11-05,CAR,,IND,"L, 13-27",*,24,39,61.5,173,1,3,4.4,1.49,48.3,4,36,5,41,0,8.2,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
8,8.0,8.0,9.0,10.0,2023-11-09,CAR,@,CHI,"L, 13-16",*,21,38,55.3,185,0,0,4.9,4.87,68.4,3,15,3,18,0,6.0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
9,9.0,9.0,10.0,11.0,2023-11-19,CAR,,DAL,"L, 10-33",*,16,29,55.2,123,1,1,4.2,3.38,62.9,7,46,2,3,0,1.5,1,1,0,0,0,0,59,100.0,0,0.0,0,0.0
10,10.0,10.0,11.0,12.0,2023-11-26,CAR,@,TEN,"L, 10-17",*,18,31,58.1,194,0,0,6.3,6.26,76.5,4,32,3,23,0,7.7,1,1,0,0,0,0,74,100.0,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2023-12-03,CAR,@,TAM,"L, 18-21",*,15,31,48.4,178,0,1,5.7,4.29,52.9,4,29,0,0,0,,1,0,0,0,0,0,72,100.0,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2023-12-10,CAR,@,NOR,"L, 6-28",*,13,36,36.1,137,0,0,3.8,3.81,48.0,4,38,3,40,0,13.3,1,1,0,0,0,0,80,100.0,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2023-12-17,CAR,,ATL,"W, 9-7",*,18,24,75.0,167,0,0,7.0,6.96,93.6,3,13,4,9,0,2.3,1,0,0,1,0,0,66,100.0,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2023-12-24,CAR,,GNB,"L, 30-33",*,23,36,63.9,312,2,0,8.7,9.78,110.0,2,14,4,17,0,4.3,1,0,0,1,0,0,66,100.0,0,0.0,0,0.0
15,15.0,15.0,16.0,17.0,2023-12-31,CAR,@,JAX,"L, 0-26",*,19,32,59.4,112,0,1,3.5,2.09,53.1,6,45,1,2,0,2.0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
16,16.0,16.0,17.0,18.0,2024-01-07,CAR,,TAM,"L, 0-9",*,11,18,61.1,94,0,0,5.2,5.22,74.8,3,26,2,24,0,12.0,1,1,0,0,0,0,52,100.0,0,0.0,0,0.0
17,,,,,,,,,2-14,,315,527,59.8,2877,11,10,5.5,5.02,73.7,62,477,39,253,0,6.5,11,6,0,4,0,0,1068,99.8,0,0.0,0,0.0
