,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2016-09-11,TEN,,MIN,"L, 16-25",*,5,3,0,0.6,2,2,41,20.5,0,100.0,20.5,21,31.3,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2016-09-18,TEN,@,DET,"W, 16-15",,9,40,0,4.4,1,1,9,9.0,0,100.0,9.0,31,46.3,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2016-09-25,TEN,,OAK,"L, 10-17",,10,45,0,4.5,0,0,0,,0,,,24,35.3,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2016-10-02,TEN,@,HOU,"L, 20-27",,3,9,0,3.0,0,0,0,,0,,,9,13.4,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2016-10-09,TEN,@,MIA,"W, 30-17",*,7,54,0,7.7,0,0,0,,0,,,22,29.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2016-10-16,TEN,,CLE,"W, 28-26",,2,7,0,3.5,2,2,20,10.0,0,100.0,10.0,9,14.5,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2016-10-23,TEN,,IND,"L, 26-34",,1,3,0,3.0,1,0,0,,0,0.0,0.0,6,8.2,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2016-10-27,TEN,,JAX,"W, 36-22",,16,60,1,3.8,5,4,37,9.3,0,80.0,7.4,32,47.8,0,0.0,0,0.0
8,8.0,,9.0,9.0,2016-11-06,TEN,@,SDG,"L, 35-43",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,9.0,9.0,10.0,10.0,2016-11-13,TEN,,GNB,"W, 47-25",,9,31,0,3.4,0,0,0,,0,,,19,31.7,0,0.0,0,0.0
10,10.0,10.0,11.0,11.0,2016-11-20,TEN,@,IND,"L, 17-24",,0,0,0,,0,0,0,,0,,,3,4.2,0,0.0,0,0.0
11,11.0,11.0,12.0,12.0,2016-11-27,TEN,@,CHI,"W, 27-21",,8,60,1,7.5,0,0,0,,0,,,14,24.1,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2016-12-11,TEN,,DEN,"W, 13-10",,12,42,0,3.5,1,1,5,5.0,0,100.0,5.0,18,26.9,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2016-12-18,TEN,@,KAN,"W, 19-17",,9,58,2,6.4,0,0,0,,0,,,17,25.8,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2016-12-24,TEN,@,JAX,"L, 17-38",,4,13,0,3.3,2,2,22,11.0,0,100.0,11.0,17,23.9,0,0.0,0,0.0
15,15.0,15.0,16.0,17.0,2017-01-01,TEN,,HOU,"W, 24-17",,15,65,1,4.3,1,1,3,3.0,0,100.0,3.0,28,45.9,0,0.0,0,0.0
16,,,,,,,,,9-6,,110,490,5,4.5,15,13,137,10.5,0,86.7,9.1,270,27.0,0,0.0,0,0.0
