,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2018-09-09,TEN,@,MIA,"L, 20-27",*,10,26,0,2.6,1,1,5,5.0,0,100.0,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,20,29.0,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2018-09-16,TEN,,HOU,"W, 20-17",*,18,56,0,3.1,0,0,0,,0,,,1,1,100.0,8,0,0,8.0,8.0,100.0,0,0,0,0,0,0,0,0,25,42.4,0,0.0,0,0.0
2,3.0,34.0,3.0,3.0,2018-09-23,TEN,@,JAX,"W, 9-6",*,18,57,0,3.2,1,0,0,,0,0.0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,32,51.6,0,0.0,0,0.0
3,4.0,35.0,4.0,4.0,2018-09-30,TEN,,PHI,"W, 26-23 (OT)",*,8,24,0,3.0,2,2,7,3.5,0,100.0,3.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,28,39.4,0,0.0,0,0.0
4,5.0,36.0,5.0,5.0,2018-10-07,TEN,@,BUF,"L, 12-13",*,11,56,0,5.1,1,0,0,,0,0.0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,21,38.9,0,0.0,0,0.0
5,6.0,37.0,6.0,6.0,2018-10-14,TEN,,BAL,"L, 0-21",*,7,21,0,3.0,1,1,5,5.0,0,100.0,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,12,27.3,0,0.0,0,0.0
6,7.0,38.0,7.0,7.0,2018-10-21,TEN,@,LAC,"L, 19-20",*,12,33,1,2.8,2,2,32,16.0,0,100.0,16.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,24,33.8,0,0.0,0,0.0
7,8.0,39.0,8.0,9.0,2018-11-05,TEN,@,DAL,"W, 28-14",*,6,27,1,4.5,2,2,5,2.5,0,100.0,2.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,14,20.0,0,0.0,0,0.0
8,9.0,40.0,9.0,10.0,2018-11-11,TEN,,NWE,"W, 34-10",*,11,58,2,5.3,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,15,23.1,0,0.0,0,0.0
9,10.0,41.0,10.0,11.0,2018-11-18,TEN,@,IND,"L, 10-38",,9,46,0,5.1,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,21,33.3,0,0.0,0,0.0
10,11.0,42.0,11.0,12.0,2018-11-26,TEN,@,HOU,"L, 17-34",,8,30,0,3.8,3,2,19,9.5,0,66.7,6.3,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,27,49.1,0,0.0,0,0.0
11,12.0,43.0,12.0,13.0,2018-12-02,TEN,,NYJ,"W, 26-22",,10,40,1,4.0,2,2,5,2.5,0,100.0,2.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,28,41.2,0,0.0,0,0.0
12,13.0,44.0,13.0,14.0,2018-12-06,TEN,,JAX,"W, 30-9",,17,238,4,14.0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,24,40.0,0,0.0,0,0.0
13,14.0,45.0,14.0,15.0,2018-12-16,TEN,@,NYG,"W, 17-0",*,33,170,2,5.2,1,1,0,0.0,0,100.0,0.0,1,1,100.0,6,0,0,6.0,6.0,91.7,0,0,0,0,0,0,0,0,49,70.0,0,0.0,0,0.0
14,15.0,46.0,15.0,16.0,2018-12-22,TEN,,WAS,"W, 25-16",*,21,84,1,4.0,1,1,8,8.0,0,100.0,8.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,35,62.5,0,0.0,0,0.0
15,16.0,47.0,16.0,17.0,2018-12-30,TEN,,IND,"L, 17-33",*,16,93,0,5.8,1,1,13,13.0,0,100.0,13.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,26,53.1,0,0.0,0,0.0
16,,,,,,,,,9-7,,215,1059,12,4.9,18,15,99,6.6,0,83.3,5.5,2,3,66.7,14,0,0,4.7,4.67,77.1,0,0,1,1,0,0,0,0,401,40.7,0,0.0,0,0.0
