,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,LAR,,CHI,"W, 34-14",*,3,2,80,40.0,1,66.7,26.7,0,0,0,,0.0,0,0,0,0,0,0,36,69.2,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2021-09-19,LAR,@,IND,"W, 27-24",*,3,1,14,14.0,0,33.3,4.7,0,0,0,,0.0,0,0,0,0,0,0,54,91.5,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2021-09-26,LAR,,TAM,"W, 34-24",*,6,4,42,10.5,0,66.7,7.0,0,0,0,,0.0,0,0,0,0,0,0,50,76.9,0,0.0,1,3.3
3,4.0,20.0,4.0,4.0,2021-10-03,LAR,,ARI,"L, 20-37",*,6,6,90,15.0,1,100.0,15.0,0,0,0,,0.0,0,0,0,0,0,0,46,67.6,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2021-10-07,LAR,@,SEA,"W, 26-17",*,4,1,16,16.0,0,25.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,39,58.2,0,0.0,1,3.6
5,6.0,22.0,6.0,6.0,2021-10-17,LAR,@,NYG,"W, 38-11",*,4,3,19,6.3,0,75.0,4.8,0,0,0,,0.0,0,0,0,0,0,0,42,63.6,0,0.0,1,3.7
6,7.0,23.0,7.0,7.0,2021-10-24,LAR,,DET,"W, 28-19",*,7,4,43,10.8,1,57.1,6.1,0,0,0,,0.0,0,0,0,0,0,0,61,93.8,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2021-10-31,LAR,@,HOU,"W, 38-22",*,6,3,88,29.3,0,50.0,14.7,0,0,0,,0.0,0,0,0,0,0,0,56,83.6,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2021-11-07,LAR,,TEN,"L, 16-28",*,7,3,41,13.7,0,42.9,5.9,0,0,0,,0.0,0,0,0,0,0,0,75,96.2,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2021-11-15,LAR,@,SFO,"L, 10-31",*,7,3,54,18.0,0,42.9,7.7,0,0,0,,0.0,0,0,0,0,0,0,52,94.5,0,0.0,0,0.0
10,11.0,27.0,11.0,12.0,2021-11-28,LAR,@,GNB,"L, 28-36",*,9,3,93,31.0,1,33.3,10.3,0,0,0,,0.0,0,0,0,0,0,0,61,98.4,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2021-12-05,LAR,,JAX,"W, 37-7",*,8,6,41,6.8,1,75.0,5.1,0,0,0,,0.0,0,0,0,0,0,0,53,77.9,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2021-12-13,LAR,@,ARI,"W, 30-23",*,3,2,58,29.0,1,66.7,19.3,1,10,0,10.0,0.0,0,0,0,0,0,0,46,79.3,0,0.0,1,3.7
13,14.0,30.0,14.0,15.0,2021-12-21,LAR,,SEA,"W, 20-10",*,2,2,23,11.5,0,100.0,11.5,1,10,0,10.0,0.0,0,0,0,0,0,0,61,92.4,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2021-12-26,LAR,@,MIN,"W, 30-23",*,6,1,6,6.0,0,16.7,1.0,0,0,0,,0.0,1,1,0,0,0,0,67,95.7,0,0.0,1,3.2
15,16.0,32.0,16.0,17.0,2022-01-02,LAR,@,BAL,"W, 20-19",*,5,4,63,15.8,0,80.0,12.6,0,0,0,,0.0,0,0,0,0,0,0,31,53.4,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2022-01-09,LAR,,SFO,"L, 24-27 (OT)",*,3,2,31,15.5,0,66.7,10.3,0,0,0,,0.0,0,0,0,0,0,0,45,69.2,0,0.0,0,0.0
17,,,,,,,,,12-5,,89,50,802,16.0,6,56.2,9.0,2,20,0,10.0,0.0,1,1,0,0,0,0,875,80.3,0,0.0,5,1.1
