,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2024-09-06,GNB,@,PHI,"L, 29-34",*,3,2,37,18.5,0,66.7,12.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,95.5,0,0.0,16,51.6
1,2.0,19.0,2.0,2.0,2024-09-15,GNB,,IND,"W, 16-10",*,2,2,16,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,80.0,0,0.0,11,50.0
2,3.0,20.0,3.0,3.0,2024-09-22,GNB,@,TEN,"W, 30-14",*,3,2,24,12.0,0,66.7,8.0,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,42,66.7,0,0.0,11,39.3
3,4.0,21.0,4.0,4.0,2024-09-29,GNB,,MIN,"L, 29-31",*,9,6,53,8.8,1,66.7,5.9,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,65,85.5,0,0.0,8,27.6
4,5.0,22.0,5.0,5.0,2024-10-06,GNB,@,LAR,"W, 24-19",*,5,4,88,22.0,2,80.0,17.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,84.7,0,0.0,8,36.4
5,6.0,23.0,6.0,6.0,2024-10-13,GNB,,ARI,"W, 34-13",*,4,2,13,6.5,0,50.0,3.3,1,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,82.2,0,0.0,7,25.9
6,7.0,24.0,7.0,7.0,2024-10-20,GNB,,HOU,"W, 24-22",*,4,3,33,11.0,1,75.0,8.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,94.8,0,0.0,8,27.6
7,8.0,25.0,8.0,8.0,2024-10-27,GNB,@,JAX,"W, 30-27",*,3,3,78,26.0,1,100.0,26.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,84.3,0,0.0,9,27.3
8,9.0,26.0,9.0,9.0,2024-11-03,GNB,,DET,"L, 14-24",*,6,4,34,8.5,0,66.7,5.7,1,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,100.0,0,0.0,5,22.7
9,10.0,27.0,10.0,11.0,2024-11-17,GNB,@,CHI,"W, 20-19",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,93.5,0,0.0,3,16.7
10,11.0,28.0,11.0,12.0,2024-11-24,GNB,,SFO,"W, 38-10",*,2,2,26,13.0,1,100.0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,79.2,0,0.0,10,40.0
11,12.0,29.0,12.0,13.0,2024-11-28,GNB,,MIA,"W, 30-17",*,7,6,78,13.0,0,85.7,11.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,90.7,0,0.0,11,45.8
12,13.0,30.0,13.0,14.0,2024-12-05,GNB,@,DET,"L, 31-34",*,5,3,41,13.7,1,60.0,8.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,88.0,0,0.0,5,17.9
13,14.0,31.0,14.0,15.0,2024-12-15,GNB,@,SEA,"W, 30-13",*,2,2,34,17.0,0,100.0,17.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,89.1,0,0.0,5,17.2
14,15.0,32.0,15.0,16.0,2024-12-23,GNB,,NOR,"W, 34-0",*,4,3,63,21.0,0,75.0,15.8,1,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,62.3,0,0.0,6,28.6
15,16.0,33.0,16.0,17.0,2024-12-29,GNB,@,MIN,"L, 25-27",*,3,2,53,26.5,0,66.7,17.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,85.7,0,0.0,3,11.1
16,17.0,34.0,17.0,18.0,2025-01-05,GNB,,CHI,"L, 22-24",*,7,4,36,9.0,0,57.1,5.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,95.4,0,0.0,4,14.8
17,,,,,,,,,11-6,,70,50,707,14.1,7,71.4,10.1,3,6,0,2.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,925,85.3,0,0.0,130,29.4
