,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,66.0,1.0,1.0,2022-09-11,ARI,,KAN,"L, 21-44",*,10,26,1,2.6,6,5,29,5.8,0,83.3,4.8,0.0,0,0,0,0,0,0,1,0,0,1,0,0,47,72.3,0,0.0,0,0.0
1,2.0,67.0,2.0,2.0,2022-09-18,ARI,@,LVR,"W, 29-23 (OT)",*,7,25,0,3.6,4,2,26,13.0,0,50.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,20.7,0,0.0,0,0.0
2,3.0,68.0,3.0,3.0,2022-09-25,ARI,,LAR,"L, 12-20",*,13,39,0,3.0,5,3,18,6.0,0,60.0,3.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,60.2,0,0.0,0,0.0
3,4.0,69.0,4.0,4.0,2022-10-02,ARI,@,CAR,"W, 26-16",*,15,55,0,3.7,3,3,22,7.3,0,100.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,65.8,0,0.0,0,0.0
4,5.0,70.0,5.0,5.0,2022-10-09,ARI,,PHI,"L, 17-20",*,9,55,0,6.1,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,34.8,0,0.0,0,0.0
5,5.0,,6.0,6.0,2022-10-16,ARI,@,SEA,"L, 9-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,,7.0,7.0,2022-10-20,ARI,,NOR,"W, 42-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,5.0,,8.0,8.0,2022-10-30,ARI,@,MIN,"L, 26-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,6.0,71.0,9.0,9.0,2022-11-06,ARI,,SEA,"L, 21-31",*,7,45,0,6.4,5,5,19,3.8,0,100.0,3.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,45,71.4,0,0.0,0,0.0
9,7.0,72.0,10.0,10.0,2022-11-13,ARI,@,LAR,"W, 27-17",*,21,69,2,3.3,3,3,17,5.7,0,100.0,5.7,0.0,0,0,0,0,0,0,0,0,0,1,0,0,65,95.6,0,0.0,0,0.0
10,8.0,73.0,11.0,11.0,2022-11-21,ARI,,SFO,"L, 10-38",*,14,42,1,3.0,5,2,12,6.0,0,40.0,2.4,0.0,1,1,0,0,0,0,1,0,0,0,0,0,55,77.5,0,0.0,0,0.0
11,9.0,74.0,12.0,12.0,2022-11-27,ARI,,LAC,"L, 24-25",*,25,120,0,4.8,3,3,20,6.7,1,100.0,6.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,64,97.0,0,0.0,0,0.0
12,10.0,75.0,13.0,14.0,2022-12-12,ARI,,NWE,"L, 13-27",*,15,85,1,5.7,7,6,29,4.8,0,85.7,4.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,71,94.7,0,0.0,0,0.0
13,11.0,76.0,14.0,15.0,2022-12-18,ARI,@,DEN,"L, 15-24",*,16,63,1,3.9,5,3,28,9.3,0,60.0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,90.8,0,0.0,0,0.0
14,12.0,77.0,15.0,16.0,2022-12-25,ARI,,TAM,"L, 16-19 (OT)",*,15,79,1,5.3,8,7,41,5.9,0,87.5,5.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,74,97.4,0,0.0,0,0.0
15,13.0,78.0,16.0,17.0,2023-01-01,ARI,@,ATL,"L, 19-20",*,16,79,0,4.9,3,3,31,10.3,0,100.0,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,55.4,0,0.0,0,0.0
16,13.0,,17.0,18.0,2023-01-08,ARI,@,SFO,"L, 13-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,3-10,,183,782,7,4.3,58,46,300,6.5,1,79.3,5.2,0.0,1,1,0,0,0,0,3,1,0,4,0,0,663,70.7,0,0.0,0,0.0
