,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2021-09-12,ARI,@,TEN,"W, 38-13",,16,53,0,3.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,49.3,0,0.0,0,0.0
1,2.0,52.0,2.0,2.0,2021-09-19,ARI,,MIN,"W, 34-33",,8,26,0,3.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,39.3,0,0.0,0,0.0
2,3.0,53.0,3.0,3.0,2021-09-26,ARI,@,JAX,"W, 31-19",,11,43,2,3.9,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,37.3,0,0.0,0,0.0
3,4.0,54.0,4.0,4.0,2021-10-03,ARI,@,LAR,"W, 37-20",,18,50,2,2.8,2,2,16,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,33,42.3,0,0.0,0,0.0
4,5.0,55.0,5.0,5.0,2021-10-10,ARI,,SFO,"W, 17-10",,10,29,1,2.9,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,47.5,0,0.0,1,5.3
5,6.0,56.0,6.0,6.0,2021-10-17,ARI,@,CLE,"W, 37-14",,16,71,0,4.4,1,1,0,0.0,0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,54.7,0,0.0,2,8.7
6,7.0,57.0,7.0,7.0,2021-10-24,ARI,,HOU,"W, 31-5",,10,64,1,6.4,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,29.6,0,0.0,0,0.0
7,8.0,58.0,8.0,8.0,2021-10-28,ARI,,GNB,"L, 21-24",,5,22,2,4.4,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,37.3,0,0.0,1,4.5
8,9.0,59.0,9.0,9.0,2021-11-07,ARI,@,SFO,"W, 31-17",,21,96,2,4.6,5,5,77,15.4,1,100.0,15.4,0.0,0,0,0,0,0,0,1,0,0,1,0,0,54,77.1,0,0.0,1,3.8
9,10.0,60.0,10.0,10.0,2021-11-14,ARI,,CAR,"L, 10-34",*,10,39,1,3.9,4,3,25,8.3,0,75.0,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,81.8,0,0.0,0,0.0
10,11.0,61.0,11.0,11.0,2021-11-21,ARI,@,SEA,"W, 23-13",*,21,62,1,3.0,6,5,37,7.4,0,83.3,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,81.9,0,0.0,0,0.0
11,12.0,62.0,12.0,13.0,2021-12-05,ARI,@,CHI,"W, 33-22",*,20,75,0,3.8,2,2,36,18.0,1,100.0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,90.6,0,0.0,1,4.2
12,13.0,63.0,13.0,14.0,2021-12-13,ARI,,LAR,"L, 23-30",*,13,31,2,2.4,9,9,94,10.4,0,100.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,96.2,0,0.0,0,0.0
13,14.0,64.0,14.0,15.0,2021-12-19,ARI,@,DET,"L, 12-30",*,8,39,0,4.9,2,2,31,15.5,0,100.0,15.5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,33,44.0,0,0.0,0,0.0
14,14.0,,15.0,16.0,2021-12-25,ARI,,IND,"L, 16-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2022-01-02,ARI,@,DAL,"W, 25-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,15.0,65.0,17.0,18.0,2022-01-09,ARI,,SEA,"L, 30-38",*,15,52,1,3.5,6,6,41,6.8,1,100.0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,60.5,0,0.0,0,0.0
17,,,,,,,,,10-5,,202,752,15,3.7,39,37,375,10.1,3,94.9,9.6,0.0,1,1,0,0,0,0,2,0,0,1,0,0,598,58.0,0,0.0,6,1.5
