,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2019-09-08,PIT,@,NWE,"L, 3-33",*,10,21,0,2.1,4,4,44,11.0,0,100.0,11.0,0,0,0,0,0,0,31,46.3,0,0.0,0,0.0
1,2.0,29.0,2.0,2.0,2019-09-15,PIT,,SEA,"L, 26-28",*,11,33,1,3.0,4,3,12,4.0,0,75.0,3.0,0,0,0,0,0,0,31,55.4,0,0.0,0,0.0
2,3.0,30.0,3.0,3.0,2019-09-22,PIT,@,SFO,"L, 20-24",*,13,43,0,3.3,4,4,14,3.5,0,100.0,3.5,1,1,0,0,0,0,36,67.9,0,0.0,0,0.0
3,4.0,31.0,4.0,4.0,2019-09-30,PIT,,CIN,"W, 27-3",*,10,42,0,4.2,8,8,83,10.4,1,100.0,10.4,0,0,0,0,0,0,38,65.5,0,0.0,0,0.0
4,5.0,32.0,5.0,5.0,2019-10-06,PIT,,BAL,"L, 23-26 (OT)",*,14,55,1,3.9,0,0,0,,0,,,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
5,6.0,33.0,6.0,6.0,2019-10-13,PIT,@,LAC,"W, 24-17",*,16,41,1,2.6,7,7,78,11.1,1,100.0,11.1,0,0,0,0,0,0,29,49.2,0,0.0,0,0.0
6,7.0,34.0,7.0,8.0,2019-10-28,PIT,,MIA,"W, 27-14",*,23,145,1,6.3,4,3,5,1.7,0,75.0,1.3,0,0,0,0,0,0,61,79.2,0,0.0,0,0.0
7,7.0,,8.0,9.0,2019-11-03,PIT,,IND,"W, 26-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,10.0,2019-11-10,PIT,,LAR,"W, 17-12",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,35.0,10.0,11.0,2019-11-14,PIT,@,CLE,"L, 7-21",*,5,10,0,2.0,2,1,6,6.0,0,50.0,3.0,0,0,0,0,0,0,13,18.1,0,0.0,0,0.0
10,8.0,,11.0,12.0,2019-11-24,PIT,@,CIN,"W, 16-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,8.0,,12.0,13.0,2019-12-01,PIT,,CLE,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,8.0,,13.0,14.0,2019-12-08,PIT,@,ARI,"W, 23-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,9.0,36.0,14.0,15.0,2019-12-15,PIT,,BUF,"L, 10-17",*,8,42,0,5.3,5,4,9,2.3,1,80.0,1.8,0,0,0,1,0,0,34,57.6,0,0.0,0,0.0
14,10.0,37.0,15.0,16.0,2019-12-22,PIT,@,NYJ,"L, 10-16",*,6,32,0,5.3,0,0,0,,0,,,0,0,0,0,0,0,9,13.4,0,0.0,0,0.0
15,10.0,,16.0,17.0,2019-12-29,PIT,@,BAL,"L, 10-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,3-7,,116,464,4,4.0,38,34,251,7.4,3,89.5,6.6,1,1,0,1,0,0,328,52.4,0,0.0,0,0.0
