,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,TAM,NFL,RB,17,8,129,481,1,27,49.6,35,3.7,28.3,7.6,58,50,290,5.8,2,13,53.4,20,2.9,17.1,86.2,5.0,179,4.3,771,3,3,4.0,
1,2023,24,TAM,NFL,RB,17,17,272,990,6,46,40.8,38,3.6,58.2,16.0,70,64,549,8.6,3,23,54.3,43,3.8,32.3,91.4,7.8,336,4.6,1539,9,3,10.0,
2,2024,25,TAM,NFL,RB,16,15,144,613,3,35,50.7,56,4.3,38.3,9.0,57,51,393,7.7,6,18,54.4,32,3.2,24.6,89.5,6.9,195,5.2,1006,9,3,8.0,
3,2025,26,TAM,NFL,RB,3,0,17,91,1,5,58.8,16,5.4,30.3,5.7,4,4,5,1.3,0,0,0.0,2,1.3,1.7,100.0,1.3,21,4.6,96,1,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,53,40,562,2175,11,113,45.9,56,3.9,41.0,10.6,189,169,1237,7.3,11,54,52.9,43,3.2,23.3,89.4,6.5,731,4.7,3412,22,9,22.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,13,180,698,4,36,45.9,56,3.9,41.0,10.6,61,54,397,7.3,4,17,52.9,43,3.2,23.3,89.4,6.5,234,4.7,1094,7,3,,
