,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2018,24,SEA,NFL,RB,1.0,1.0,13.0,20.0,0.0,0.0,23.1,5.0,1.5,20.0,13.0,3.0,2.0,-1.0,-0.5,0.0,0.0,0.0,7.0,2.0,-1.0,66.7,-0.3,15.0,1.3,19.0,0.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020,26,SEA,NFL,RB,1.0,1.0,16.0,77.0,0.0,3.0,50.0,14.0,4.8,77.0,16.0,2.0,1.0,5.0,5.0,0.0,0.0,50.0,5.0,1.0,5.0,50.0,2.5,17.0,4.8,82.0,0.0,0.0,
3,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,2.0,2.0,29.0,97.0,0.0,3.0,37.9,14.0,3.3,48.5,14.5,5.0,3.0,4.0,1.3,0.0,0.0,20.0,7.0,1.5,2.0,60.0,0.8,32.0,3.2,101.0,0.0,0.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,17.0,247.0,825.0,0.0,26.0,37.9,14.0,3.3,48.5,14.5,43.0,26.0,34.0,1.3,0.0,0.0,20.0,7.0,1.5,2.0,60.0,0.8,272.0,3.2,859.0,0.0,0.0,
