,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2024-09-08,LAC,,LVR,"W, 22-10",,5,3,38,12.7,0,60.0,7.6,0,0,0,,38,66.7,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2024-09-15,LAC,@,CAR,"W, 26-3",*,6,5,51,10.2,2,83.3,8.5,0,0,0,,48,69.6,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2024-09-22,LAC,@,PIT,"L, 10-20",*,2,2,44,22.0,1,100.0,22.0,0,0,0,,37,80.4,0,0.0,0,0.0
3,4.0,21.0,4.0,4.0,2024-09-29,LAC,,KAN,"L, 10-17",*,5,1,9,9.0,0,20.0,1.8,1,4,0,4.0,43,76.8,0,0.0,0,0.0
4,5.0,22.0,5.0,6.0,2024-10-13,LAC,@,DEN,"W, 23-16",*,4,3,22,7.3,0,75.0,5.5,1,0,0,0.0,32,41.0,0,0.0,0,0.0
5,5.0,,6.0,7.0,2024-10-21,LAC,@,ARI,"L, 15-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,,7.0,8.0,2024-10-27,LAC,,NOR,"W, 26-8",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,6.0,23.0,8.0,9.0,2024-11-03,LAC,@,CLE,"W, 27-10",*,5,4,118,29.5,1,80.0,23.6,1,2,0,2.0,39,68.4,0,0.0,0,0.0
8,7.0,24.0,9.0,10.0,2024-11-10,LAC,,TEN,"W, 27-17",*,2,2,24,12.0,1,100.0,12.0,0,0,0,,49,83.1,0,0.0,0,0.0
9,8.0,25.0,10.0,11.0,2024-11-17,LAC,,CIN,"W, 34-27",*,8,2,48,24.0,1,25.0,6.0,0,0,0,,55,82.1,0,0.0,0,0.0
10,9.0,26.0,11.0,12.0,2024-11-25,LAC,,BAL,"L, 23-30",*,5,0,0,,0,0.0,0.0,0,0,0,,45,65.2,0,0.0,0,0.0
11,10.0,27.0,12.0,13.0,2024-12-01,LAC,@,ATL,"W, 17-13",,4,2,12,6.0,0,50.0,3.0,0,0,0,,31,67.4,0,0.0,0,0.0
12,11.0,28.0,13.0,14.0,2024-12-08,LAC,@,KAN,"L, 17-19",,7,5,48,9.6,1,71.4,6.9,0,0,0,,48,80.0,0,0.0,0,0.0
13,12.0,29.0,14.0,15.0,2024-12-15,LAC,,TAM,"L, 17-40",*,10,5,45,9.0,1,50.0,4.5,0,0,0,,38,73.1,0,0.0,0,0.0
14,13.0,30.0,15.0,16.0,2024-12-19,LAC,,DEN,"W, 34-27",,6,3,18,6.0,0,50.0,3.0,0,0,0,,44,67.7,0,0.0,0,0.0
15,14.0,31.0,16.0,17.0,2024-12-28,LAC,@,NWE,"W, 40-7",*,8,5,48,9.6,0,62.5,6.0,0,0,0,,54,68.4,0,0.0,0,0.0
16,15.0,32.0,17.0,18.0,2025-01-05,LAC,@,LVR,"W, 34-20",*,14,13,186,14.3,0,92.9,13.3,0,0,0,,55,73.3,0,0.0,0,0.0
17,,,,,,,,,10-5,,91,55,711,12.9,8,60.4,7.8,3,6,0,2.0,656,70.2,0,0.0,0,0.0
