,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,22,LAC,NFL,WR,17,10,67,38,431,11.3,2,20,47.8,57,2.2,25.4,56.7,6.4,3,9,0,0,33.3,6,3.0,0.5,0.2,41,10.7,440,2,0,4.0,
1,2024,23,LAC,NFL,WR,15,11,91,55,711,12.9,8,32,50.5,66,3.7,47.4,60.4,7.8,3,6,0,0,33.3,4,2.0,0.4,0.2,58,12.4,717,8,0,7.0,
2,2025,24,LAC,NFL,WR,3,3,24,14,239,17.1,3,8,41.7,60,4.7,79.7,58.3,10.0,1,-2,0,0,0.0,-2,-2.0,-0.7,0.3,15,15.8,237,3,0,,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,35,24,182,107,1381,12.9,13,60,48.4,66,3.1,39.5,58.8,7.6,7,13,0,0,28.6,6,1.9,0.4,0.2,114,12.2,1394,13,0,11.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,12,88,52,671,12.9,6,29,48.4,66,3.1,39.5,58.8,7.6,3,6,0,0,28.6,6,1.9,0.4,0.2,55,12.2,677,6,0,,
