,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2025-09-05,LAC,,KAN,"W, 27-21",*,7,5,79,15.8,2,71.4,11.3,0,0,0,,53,81.5,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2025-09-15,LAC,@,LVR,"W, 20-9",*,7,3,71,23.7,1,42.9,10.1,1,-2,0,-2.0,44,75.9,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2025-09-21,LAC,,DEN,"W, 23-20",*,10,6,89,14.8,0,60.0,8.9,0,0,0,,75,87.2,0,0.0,0,0.0
3,,,,,,,,,3-0,,24,14,239,17.1,3,58.3,10.0,1,-2,0,-2.0,172,82.3,0,0.0,0,0.0
