,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,CIN,,MIN,"W, 27-24 (OT)",*,7,5,101,20.2,1,71.4,14.4,1,-2,0,-2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,89.9,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,CIN,@,CHI,"L, 17-20",*,4,2,54,27.0,1,50.0,13.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,92.7,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,CIN,@,PIT,"W, 24-10",*,5,4,65,16.3,2,80.0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,83.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-09-30,CIN,,JAX,"W, 24-21",*,9,6,77,12.8,0,66.7,8.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,CIN,,GNB,"L, 22-25 (OT)",*,10,6,159,26.5,1,60.0,15.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,91.0,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,CIN,@,DET,"W, 34-11",*,6,4,97,24.3,0,66.7,16.2,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,57,79.2,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2021-10-24,CIN,@,BAL,"W, 41-17",*,10,8,201,25.1,1,80.0,20.1,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,53,84.1,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2021-10-31,CIN,@,NYJ,"L, 31-34",*,9,3,32,10.7,1,33.3,3.6,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,94.5,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2021-11-07,CIN,,CLE,"L, 16-41",*,13,6,49,8.2,0,46.2,3.8,2,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,71,94.7,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2021-11-21,CIN,@,LVR,"W, 32-13",*,6,3,32,10.7,1,50.0,5.3,2,8,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,91.9,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,CIN,,PIT,"W, 41-10",*,3,3,39,13.0,0,100.0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,76.5,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2021-12-05,CIN,,LAC,"L, 22-41",*,8,5,52,10.4,0,62.5,6.5,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,73,96.1,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,CIN,,SFO,"L, 23-26 (OT)",*,8,5,77,15.4,2,62.5,9.6,1,6,0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,CIN,@,DEN,"W, 15-10",*,4,1,3,3.0,0,25.0,0.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,96.2,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,CIN,,BAL,"W, 41-21",*,10,7,125,17.9,0,70.0,12.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,90.8,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,CIN,,KAN,"W, 34-31",*,12,11,266,24.2,3,91.7,22.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,91.4,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2022-01-09,CIN,@,CLE,"L, 16-21",*,4,2,26,13.0,0,50.0,6.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.3,0,0.0,0,0.0
17,,,,,,,,,10-7,,128,81,1455,18.0,13,63.3,11.4,7,21,0,3.0,0.0,2,2,0,0,0,0,2,1,0,0,0,0,939,85.4,0,0.0,0,0.0
