,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2024-09-08,CIN,,NWE,"L, 10-16",*,6,6,62,10.3,0,100.0,10.3,0,0,0,,43,84.3,0,0.0,0,0.0
1,2.0,47.0,2.0,2.0,2024-09-15,CIN,@,KAN,"L, 25-26",*,5,4,35,8.8,0,80.0,7.0,0,0,0,,59,92.2,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2024-09-23,CIN,,WAS,"L, 33-38",*,7,6,118,19.7,2,85.7,16.9,0,0,0,,61,98.4,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2024-09-29,CIN,@,CAR,"W, 34-24",*,6,3,85,28.3,1,50.0,14.2,0,0,0,,53,79.1,0,0.0,0,0.0
4,5.0,50.0,5.0,5.0,2024-10-06,CIN,,BAL,"L, 38-41 (OT)",*,12,10,193,19.3,2,83.3,16.1,0,0,0,,59,88.1,0,0.0,0,0.0
5,6.0,51.0,6.0,6.0,2024-10-13,CIN,@,NYG,"W, 17-7",*,6,5,72,14.4,0,83.3,12.0,0,0,0,,49,92.5,0,0.0,0,0.0
6,7.0,52.0,7.0,7.0,2024-10-20,CIN,@,CLE,"W, 21-14",*,6,5,55,11.0,1,83.3,9.2,1,11,0,11.0,48,87.3,0,0.0,0,0.0
7,8.0,53.0,8.0,8.0,2024-10-27,CIN,,PHI,"L, 17-37",*,11,9,54,6.0,1,81.8,4.9,0,0,0,,55,94.8,0,0.0,0,0.0
8,9.0,54.0,9.0,9.0,2024-11-03,CIN,,LVR,"W, 41-24",*,11,7,43,6.1,0,63.6,3.9,0,0,0,,65,87.8,0,0.0,0,0.0
9,10.0,55.0,10.0,10.0,2024-11-07,CIN,@,BAL,"L, 34-35",*,17,11,264,24.0,3,64.7,15.5,0,0,0,,77,93.9,0,0.0,0,0.0
10,11.0,56.0,11.0,11.0,2024-11-17,CIN,@,LAC,"L, 27-34",*,13,7,75,10.7,2,53.8,5.8,0,0,0,,81,98.8,0,0.0,0,0.0
11,12.0,57.0,12.0,13.0,2024-12-01,CIN,,PIT,"L, 38-44",*,9,6,86,14.3,1,66.7,9.6,0,0,0,,60,96.8,0,0.0,0,0.0
12,13.0,58.0,13.0,14.0,2024-12-09,CIN,@,DAL,"W, 27-20",*,18,14,177,12.6,2,77.8,9.8,1,14,0,14.0,66,93.0,0,0.0,0,0.0
13,14.0,59.0,14.0,15.0,2024-12-15,CIN,@,TEN,"W, 37-27",*,11,9,94,10.4,0,81.8,8.5,0,0,0,,67,97.1,0,0.0,0,0.0
14,15.0,60.0,15.0,16.0,2024-12-22,CIN,,CLE,"W, 24-6",,8,6,97,16.2,1,75.0,12.1,1,7,0,7.0,50,89.3,0,0.0,0,0.0
15,16.0,61.0,16.0,17.0,2024-12-28,CIN,,DEN,"W, 30-24 (OT)",*,15,9,102,11.3,0,60.0,6.8,0,0,0,,88,97.8,0,0.0,0,0.0
16,17.0,62.0,17.0,18.0,2025-01-04,CIN,@,PIT,"W, 19-17",*,14,10,96,9.6,1,71.4,6.9,0,0,0,,73,98.6,0,0.0,0,0.0
17,,,,,,,,,9-8,,175,127,1708,13.4,17,72.6,9.8,3,32,0,10.7,1054,92.7,0,0.0,0,0.0
