,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-09,SFO,,NYJ,"W, 32-19",*,28,147,1,5.3,1,1,5,5.0,0,100.0,5.0,0,0,0,,0,0,0,0,0,0,58,80.6,0,0.0,0,0.0
1,2.0,35.0,2.0,2.0,2024-09-15,SFO,@,MIN,"L, 17-23",*,20,100,1,5.0,1,1,4,4.0,0,100.0,4.0,0,0,0,,1,0,0,1,0,0,57,81.4,0,0.0,0,0.0
2,3.0,36.0,3.0,3.0,2024-09-22,SFO,@,LAR,"L, 24-27",*,19,77,0,4.1,2,2,11,5.5,0,100.0,5.5,0,0,0,,0,0,0,0,0,0,53,74.6,0,0.0,0,0.0
3,4.0,37.0,4.0,4.0,2024-09-29,SFO,,NWE,"W, 30-13",,24,123,1,5.1,3,2,37,18.5,0,66.7,12.3,0,0,0,,0,0,0,2,-2,0,47,74.6,0,0.0,0,0.0
4,5.0,38.0,5.0,5.0,2024-10-06,SFO,,ARI,"L, 23-24",*,14,89,0,6.4,1,1,9,9.0,0,100.0,9.0,0,0,0,,1,1,0,0,0,0,41,64.1,0,0.0,0,0.0
5,6.0,39.0,6.0,6.0,2024-10-10,SFO,@,SEA,"W, 36-24",*,9,73,0,8.1,2,1,9,9.0,0,50.0,4.5,0,0,0,,0,0,0,0,0,0,18,27.7,0,0.0,0,0.0
6,7.0,40.0,7.0,7.0,2024-10-20,SFO,,KAN,"L, 18-28",*,14,58,0,4.1,2,2,11,5.5,0,100.0,5.5,0,0,0,,0,0,0,0,0,0,54,85.7,0,0.0,0,0.0
7,8.0,41.0,8.0,8.0,2024-10-27,SFO,,DAL,"W, 30-24",,6,18,0,3.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,11,16.2,0,0.0,0,0.0
8,9.0,42.0,9.0,10.0,2024-11-10,SFO,@,TAM,"W, 23-20",,1,5,0,5.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,3,4.7,0,0.0,0,0.0
9,10.0,43.0,10.0,11.0,2024-11-17,SFO,,SEA,"L, 17-20",,2,13,0,6.5,0,0,0,,0,,,1,0,0,0.0,0,0,0,0,0,0,2,3.2,0,0.0,9,42.9
10,11.0,44.0,11.0,12.0,2024-11-24,SFO,@,GNB,"L, 10-38",,3,8,0,2.7,2,1,5,5.0,0,50.0,2.5,1,29,0,29.0,1,0,0,0,0,0,9,18.4,0,0.0,10,40.0
11,12.0,45.0,12.0,13.0,2024-12-01,SFO,@,BUF,"L, 10-35",,13,78,0,6.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,25,52.1,0,0.0,8,32.0
12,12.0,,13.0,14.0,2024-12-08,SFO,,CHI,"W, 38-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,12.0,,14.0,15.0,2024-12-12,SFO,,LAR,"L, 6-12",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,12.0,,15.0,16.0,2024-12-22,SFO,@,MIA,"L, 17-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,12.0,,16.0,17.0,2024-12-30,SFO,,DET,"L, 34-40",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,12.0,,17.0,18.0,2025-01-05,SFO,@,ARI,"L, 24-47",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,5-7,,153,789,3,5.2,14,11,91,8.3,0,78.6,6.5,2,29,0,14.5,3,1,0,3,-2,0,378,49.7,0,0.0,27,8.7
