,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2020-09-13,DAL,@,LAR,"L, 17-20",,2,10,0,5.0,3,2,22,11.0,0,66.7,7.3,2,48,0,24.0,0.0,0,0,0,0,0,0,10,13.9,0,0.0,9,34.6
1,2.0,17.0,2.0,2.0,2020-09-20,DAL,,ATL,"W, 40-39",*,2,6,0,3.0,1,1,3,3.0,0,100.0,3.0,5,106,0,21.2,0.0,0,0,0,0,0,0,8,9.8,0,0.0,12,32.4
2,3.0,18.0,3.0,3.0,2020-09-27,DAL,@,SEA,"L, 31-38",,0,0,0,,1,1,-5,-5.0,0,100.0,-5.0,1,0,0,0.0,0.0,0,0,0,0,0,0,6,7.3,0,0.0,10,29.4
3,4.0,19.0,4.0,4.0,2020-10-04,DAL,,CLE,"L, 38-49",,3,16,1,5.3,2,1,16,16.0,0,50.0,8.0,4,87,0,21.8,0.0,0,0,0,0,0,0,22,26.8,0,0.0,11,35.5
4,5.0,20.0,5.0,5.0,2020-10-11,DAL,,NYG,"W, 37-34",,6,30,0,5.0,3,2,2,1.0,0,66.7,0.7,2,28,0,14.0,0.0,0,0,0,0,0,0,15,22.7,0,0.0,10,29.4
5,6.0,21.0,6.0,6.0,2020-10-19,DAL,,ARI,"L, 10-38",,10,31,0,3.1,4,2,9,4.5,0,50.0,2.3,1,28,0,28.0,0.0,0,0,0,0,0,0,32,36.0,0,0.0,10,37.0
6,7.0,22.0,7.0,7.0,2020-10-25,DAL,@,WAS,"L, 3-25",,8,16,0,2.0,1,1,6,6.0,0,100.0,6.0,2,97,0,48.5,0.0,0,0,0,0,0,0,19,33.3,0,0.0,8,40.0
7,8.0,23.0,8.0,8.0,2020-11-01,DAL,@,PHI,"L, 9-23",,7,40,0,5.7,2,2,24,12.0,0,100.0,12.0,3,49,0,16.3,0.0,0,0,0,0,0,0,17,21.5,0,0.0,9,42.9
8,9.0,24.0,9.0,9.0,2020-11-08,DAL,,PIT,"L, 19-24",,9,57,0,6.3,2,1,1,1.0,0,50.0,0.5,1,23,0,23.0,0.0,0,0,0,0,0,0,23,31.9,0,0.0,7,25.9
9,10.0,25.0,10.0,11.0,2020-11-22,DAL,@,MIN,"W, 31-28",,5,60,1,12.0,0,0,0,,0,,,1,16,0,16.0,0.0,0,0,0,0,0,0,21,31.8,0,0.0,8,30.8
10,11.0,26.0,11.0,12.0,2020-11-26,DAL,,WAS,"L, 16-41",,4,12,0,3.0,2,2,10,5.0,0,100.0,5.0,0,0,0,,0.0,1,1,0,0,0,0,21,35.6,0,0.0,11,37.9
11,12.0,27.0,12.0,13.0,2020-12-08,DAL,@,BAL,"L, 17-34",,8,22,0,2.8,1,1,6,6.0,0,100.0,6.0,4,126,0,31.5,0.0,0,0,0,0,0,0,31,39.2,0,0.0,8,28.6
12,13.0,28.0,13.0,14.0,2020-12-13,DAL,@,CIN,"W, 30-7",,11,39,0,3.5,2,2,9,4.5,1,100.0,4.5,2,77,0,38.5,0.0,0,0,0,0,0,0,19,37.3,0,0.0,2,9.5
13,14.0,29.0,14.0,15.0,2020-12-20,DAL,,SFO,"W, 41-33",*,12,69,2,5.8,9,6,63,10.5,0,66.7,7.0,1,20,0,20.0,0.0,0,0,0,0,0,0,52,89.7,0,0.0,2,5.3
14,15.0,30.0,15.0,16.0,2020-12-27,DAL,,PHI,"W, 37-17",,9,12,0,1.3,2,1,8,8.0,0,50.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,33,47.1,0,0.0,4,12.9
15,16.0,31.0,16.0,17.0,2021-01-03,DAL,@,NYG,"L, 19-23",,5,15,0,3.0,5,3,19,6.3,0,60.0,3.8,3,61,0,20.3,0.0,0,0,0,0,0,0,34,41.0,0,0.0,5,16.7
16,,,,,,,,,6-10,,101,435,4,4.3,40,28,193,6.9,1,70.0,4.8,32,766,0,23.9,0.0,1,1,0,0,0,0,363,31.6,0,0.0,126,27.4
