,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,DAL,,NYG,"W, 35-17",,13,24,0,1.8,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,22,32.4,0,0.0,3,11.5
1,2.0,2.0,2.0,2.0,2019-09-15,DAL,@,WAS,"W, 31-21",,4,22,0,5.5,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,16,23.2,0,0.0,3,12.5
2,3.0,3.0,3.0,3.0,2019-09-22,DAL,,MIA,"W, 31-6",,13,103,1,7.9,3,3,25,8.3,0,100.0,8.3,0,0,0,,0,0,0,0,0,0,23,31.9,0,0.0,7,25.0
3,4.0,4.0,4.0,4.0,2019-09-29,DAL,@,NOR,"L, 10-12",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,2,3.4,0,0.0,10,47.6
4,5.0,5.0,5.0,5.0,2019-10-06,DAL,,GNB,"L, 24-34",,4,19,0,4.8,0,0,0,,0,,,3,73,0,24.3,0,0,0,0,0,0,5,7.0,0,0.0,10,30.3
5,6.0,6.0,6.0,6.0,2019-10-13,DAL,@,NYJ,"L, 22-24",,3,13,0,4.3,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,7,8.5,0,0.0,8,30.8
6,7.0,7.0,7.0,7.0,2019-10-20,DAL,,PHI,"W, 37-10",,8,28,0,3.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,19,27.5,0,0.0,6,24.0
7,8.0,8.0,8.0,9.0,2019-11-04,DAL,@,NYG,"W, 37-18",,3,21,0,7.0,3,1,9,9.0,0,33.3,3.0,3,31,0,10.3,0,0,0,0,0,0,13,18.8,0,0.0,8,25.8
8,9.0,9.0,9.0,10.0,2019-11-10,DAL,,MIN,"L, 24-28",,1,-4,0,-4.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,3,4.2,0,0.0,12,48.0
9,10.0,10.0,10.0,11.0,2019-11-17,DAL,@,DET,"W, 35-27",,2,12,0,6.0,4,4,44,11.0,1,100.0,11.0,2,42,0,21.0,0,0,0,0,0,0,12,16.4,0,0.0,8,27.6
10,11.0,11.0,11.0,12.0,2019-11-24,DAL,@,NWE,"L, 9-13",,4,19,0,4.8,4,3,9,3.0,0,75.0,2.3,2,1,0,0.5,0,0,0,0,0,0,12,19.0,0,0.0,10,34.5
11,12.0,12.0,12.0,13.0,2019-11-28,DAL,,BUF,"L, 15-26",,3,7,0,2.3,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,11,14.5,0,0.0,8,34.8
12,12.0,,13.0,14.0,2019-12-05,DAL,@,CHI,"L, 24-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,13.0,13.0,14.0,15.0,2019-12-15,DAL,,LAR,"W, 44-21",,12,131,1,10.9,2,2,12,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,23,32.9,0,0.0,3,10.0
14,14.0,14.0,15.0,16.0,2019-12-22,DAL,@,PHI,"L, 9-17",,2,0,0,0.0,0,0,0,,0,,,2,41,0,20.5,1,1,0,0,0,0,4,6.5,0,0.0,12,44.4
15,15.0,15.0,16.0,17.0,2019-12-29,DAL,,WAS,"W, 47-16",,14,60,0,4.3,2,1,5,5.0,0,50.0,2.5,2,57,0,28.5,0,0,0,0,0,0,27,36.0,0,0.0,7,20.6
16,,,,,,,,,8-7,,86,455,2,5.3,20,15,107,7.1,1,75.0,5.4,14,245,0,17.5,1,1,0,0,0,0,199,19.0,0,0.0,115,28.0
