,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2021-09-13,LVR,,BAL,"W, 33-27 (OT)",,2,2,46,23.0,1,100.0,23.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,23.3,0,0.0,9,28.1
1,2.0,64.0,2.0,2.0,2021-09-19,LVR,@,PIT,"W, 26-17",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,16.7,0,0.0,6,21.4
2,3.0,65.0,3.0,3.0,2021-09-26,LVR,,MIA,"W, 31-28 (OT)",,1,1,15,15.0,0,100.0,15.0,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,22,26.5,0,0.0,12,36.4
3,4.0,66.0,4.0,4.0,2021-10-04,LVR,@,LAC,"L, 14-28",,1,1,5,5.0,0,100.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,14.0,0,0.0,6,22.2
4,5.0,67.0,5.0,5.0,2021-10-10,LVR,,CHI,"L, 9-20",,2,1,6,6.0,0,50.0,3.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,17.9,0,0.0,12,54.5
5,6.0,68.0,6.0,6.0,2021-10-17,LVR,@,DEN,"W, 34-24",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,26.8,0,0.0,13,41.9
6,7.0,69.0,7.0,7.0,2021-10-24,LVR,,PHI,"W, 33-22",,1,1,43,43.0,0,100.0,43.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,18.2,0,0.0,8,33.3
7,8.0,70.0,8.0,9.0,2021-11-07,LVR,@,NYG,"L, 16-23",*,4,1,20,20.0,0,25.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66,95.7,0,0.0,0,0.0
8,9.0,71.0,9.0,10.0,2021-11-14,LVR,,KAN,"L, 14-41",*,3,1,22,22.0,0,33.3,7.3,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,46,85.2,0,0.0,10,35.7
9,10.0,72.0,10.0,11.0,2021-11-21,LVR,,CIN,"L, 13-32",*,2,1,20,20.0,0,50.0,10.0,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,34,72.3,0,0.0,11,39.3
10,11.0,73.0,11.0,12.0,2021-11-25,LVR,@,DAL,"W, 36-33 (OT)",,7,5,59,11.8,0,71.4,8.4,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,69.0,0,0.0,11,26.2
11,12.0,74.0,12.0,13.0,2021-12-05,LVR,,WAS,"L, 15-17",*,5,3,21,7.0,0,60.0,4.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,86.4,0,0.0,0,0.0
12,13.0,75.0,13.0,14.0,2021-12-12,LVR,@,KAN,"L, 9-48",*,7,5,25,5.0,0,71.4,3.6,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,53,84.1,0,0.0,0,0.0
13,14.0,76.0,14.0,15.0,2021-12-20,LVR,@,CLE,"W, 16-14",*,9,6,67,11.2,0,66.7,7.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,85.5,0,0.0,0,0.0
14,15.0,77.0,15.0,16.0,2021-12-26,LVR,,DEN,"W, 17-13",*,8,6,50,8.3,0,75.0,6.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,75.4,0,0.0,0,0.0
15,16.0,78.0,16.0,17.0,2022-01-02,LVR,@,IND,"W, 23-20",*,10,8,120,15.0,0,80.0,12.0,1,-1,0,-1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,48,77.4,0,0.0,0,0.0
16,17.0,79.0,17.0,18.0,2022-01-09,LVR,,LAC,"W, 35-32 (OT)",*,8,5,27,5.4,0,62.5,3.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,88.8,0,0.0,1,3.0
17,,,,,,,,,10-7,,70,47,546,11.6,1,67.1,7.8,2,3,0,1.5,0.0,4,3,1,0,0,0,1,1,0,0,0,0,640,56.1,0,0.0,99,20.8
