,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2017,22,BUF,NFL,WR,15.0,10.0,74.0,27.0,316.0,11.7,2.0,19.0,33.8,33.0,1.8,21.1,36.5,4.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,27.0,11.7,316.0,2.0,0.0,3.0,
1,2018,23,BUF,NFL,WR,16.0,15.0,102.0,56.0,652.0,11.6,7.0,33.0,42.2,57.0,3.5,40.8,54.9,6.4,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,57.0,11.4,652.0,7.0,1.0,5.0,
2,2019,24,2TM,NFL,WR,15.0,9.0,45.0,27.0,216.0,8.0,0.0,10.0,37.8,23.0,1.8,14.4,60.0,4.8,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,28.0,7.8,219.0,0.0,0.0,2.0,
3,2019,24,BUF,NFL,WR,5.0,2.0,18.0,7.0,69.0,9.9,0.0,4.0,22.2,23.0,1.4,13.8,38.9,3.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,9.9,69.0,0.0,0.0,1.0,
4,2019,24,OAK,NFL,WR,10.0,7.0,27.0,20.0,147.0,7.4,0.0,6.0,48.1,16.0,2.0,14.7,74.1,5.4,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.3,0.1,21.0,7.1,150.0,0.0,0.0,1.0,
5,2020,25,LVR,NFL,WR,16.0,2.0,20.0,14.0,154.0,11.0,1.0,6.0,55.0,37.0,0.9,9.6,70.0,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,11.0,154.0,1.0,0.0,2.0,
6,2021,26,LVR,NFL,WR,17.0,9.0,70.0,47.0,546.0,11.6,1.0,29.0,55.7,43.0,2.8,32.1,67.1,7.8,2.0,3.0,0.0,0.0,50.0,4.0,1.5,0.2,0.1,49.0,11.2,549.0,1.0,1.0,4.0,
7,2022,27,JAX,NFL,WR,16.0,15.0,121.0,82.0,823.0,10.0,5.0,44.0,54.5,59.0,5.1,51.4,67.8,6.8,4.0,18.0,0.0,1.0,50.0,14.0,4.5,1.1,0.3,86.0,9.8,841.0,5.0,0.0,8.0,
8,2023,28,JAX,NFL,WR,9.0,7.0,64.0,34.0,321.0,9.4,2.0,14.0,43.8,36.0,3.8,35.7,53.1,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,34.0,9.4,321.0,2.0,0.0,3.0,
9,2024,29,ARI,NFL,WR,11.0,2.0,11.0,8.0,84.0,10.5,0.0,5.0,63.6,25.0,0.7,7.6,72.7,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,10.5,84.0,0.0,0.0,1.0,
10,2025,30,ARI,NFL,WR,3.0,0.0,4.0,3.0,29.0,9.7,0.0,1.0,50.0,18.0,1.0,9.7,75.0,7.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,9.7,29.0,0.0,0.0,,
11,9 Yrs,9 Yrs,9 Yrs,9 Yrs,,118.0,69.0,511.0,298.0,3141.0,10.5,18.0,161.0,46.6,59.0,2.5,26.6,58.3,6.1,8.0,24.0,0.0,1.0,37.5,14.0,3.0,0.2,0.1,306.0,10.3,3165.0,18.0,2.0,28.0,
12,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,10.0,74.0,43.0,453.0,10.5,3.0,23.0,46.6,59.0,2.5,26.6,58.3,6.1,1.0,3.0,0.0,0.0,37.5,14.0,3.0,0.2,0.1,44.0,10.3,456.0,3.0,0.0,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,OAK (3 Yrs),OAK (3 Yrs),OAK (3 Yrs),OAK (3 Yrs),,43.0,18.0,117.0,81.0,847.0,10.5,2.0,41.0,53.8,43.0,1.9,19.7,69.2,7.2,3.0,6.0,0.0,0.0,33.3,4.0,2.0,0.1,0.1,84.0,10.2,853.0,2.0,1.0,7.0,
15,BUF (3 Yrs),BUF (3 Yrs),BUF (3 Yrs),BUF (3 Yrs),,36.0,27.0,194.0,90.0,1037.0,11.5,9.0,56.0,37.1,57.0,2.5,28.8,46.4,5.3,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.0,11.4,1037.0,9.0,1.0,9.0,
16,JAX (2 Yrs),JAX (2 Yrs),JAX (2 Yrs),JAX (2 Yrs),,25.0,22.0,185.0,116.0,1144.0,9.9,7.0,58.0,50.8,59.0,4.6,45.8,62.7,6.2,4.0,18.0,0.0,1.0,50.0,14.0,4.5,0.7,0.2,120.0,9.7,1162.0,7.0,0.0,11.0,
17,ARI (2 Yrs),ARI (2 Yrs),ARI (2 Yrs),ARI (2 Yrs),,14.0,2.0,15.0,11.0,113.0,10.3,0.0,6.0,60.0,25.0,0.8,8.1,73.3,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,10.3,113.0,0.0,0.0,1.0,
