,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2018-09-09,BUF,@,BAL,"L, 3-47",*,6,3,26,8.7,0,50.0,4.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
1,2.0,17.0,2.0,2.0,2018-09-16,BUF,,LAC,"L, 20-31",*,3,2,63,31.5,0,66.7,21.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,51,82.3,0,0.0,0,0.0
2,3.0,18.0,3.0,3.0,2018-09-23,BUF,@,MIN,"W, 27-6",*,1,1,17,17.0,0,100.0,17.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,42,62.7,0,0.0,1,4.2
3,4.0,19.0,4.0,4.0,2018-09-30,BUF,@,GNB,"L, 0-22",*,7,4,38,9.5,0,57.1,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,91.4,0,0.0,0,0.0
4,5.0,20.0,5.0,5.0,2018-10-07,BUF,,TEN,"W, 13-12",*,4,3,20,6.7,0,75.0,5.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,76.9,0,0.0,0,0.0
5,6.0,21.0,6.0,6.0,2018-10-14,BUF,@,HOU,"L, 13-20",*,8,3,35,11.7,1,37.5,4.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,93.5,0,0.0,0,0.0
6,7.0,22.0,7.0,7.0,2018-10-21,BUF,@,IND,"L, 5-37",*,5,3,27,9.0,0,60.0,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,51,91.1,0,0.0,0,0.0
7,8.0,23.0,8.0,8.0,2018-10-29,BUF,,NWE,"L, 6-25",*,8,6,55,9.2,0,75.0,6.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
8,9.0,24.0,9.0,9.0,2018-11-04,BUF,,CHI,"L, 9-41",*,6,4,18,4.5,0,66.7,3.0,1,0,0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,79,86.8,0,0.0,0,0.0
9,10.0,25.0,10.0,10.0,2018-11-11,BUF,@,NYJ,"W, 41-10",,11,8,93,11.6,1,72.7,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,62,84.9,0,0.0,0,0.0
10,11.0,26.0,11.0,12.0,2018-11-25,BUF,,JAX,"W, 24-21",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,94.8,0,0.0,1,3.1
11,12.0,27.0,12.0,13.0,2018-12-02,BUF,@,MIA,"L, 17-21",*,9,4,67,16.8,2,44.4,7.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,91.7,0,0.0,0,0.0
12,13.0,28.0,13.0,14.0,2018-12-09,BUF,,NYJ,"L, 23-27",*,9,3,22,7.3,0,33.3,2.4,0,0,0,,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,69,90.8,0,0.0,0,0.0
13,14.0,29.0,14.0,15.0,2018-12-16,BUF,,DET,"W, 14-13",*,6,1,11,11.0,0,16.7,1.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,97.1,0,0.0,0,0.0
14,15.0,30.0,15.0,16.0,2018-12-23,BUF,@,NWE,"L, 12-24",*,9,5,67,13.4,1,55.6,7.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
15,16.0,31.0,16.0,17.0,2018-12-30,BUF,,MIA,"W, 42-17",*,9,6,93,15.5,2,66.7,10.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,93.5,0,0.0,0,0.0
16,,,,,,,,,6-10,,102,56,652,11.6,7,54.9,6.4,1,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,1,0,0,0,0,0,941,88.9,0,0.0,2,0.5
