,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2021,25,ARI,NFL,RB,1.0,1.0,8.0,28.0,0.0,2.0,25.0,10.0,3.5,28.0,8.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,3.5,28.0,0.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,27,TAM,NFL,RB,2.0,0.0,11.0,31.0,0.0,1.0,36.4,9.0,2.8,15.5,5.5,4.0,3.0,26.0,8.7,0.0,1.0,50.0,14.0,1.5,13.0,75.0,6.5,14.0,4.1,57.0,0.0,0.0,
3,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3.0,1.0,19.0,59.0,0.0,3.0,31.6,10.0,3.1,19.7,6.3,5.0,3.0,26.0,8.7,0.0,1.0,40.0,14.0,1.0,8.7,60.0,5.2,22.0,3.9,85.0,0.0,0.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,6.0,108.0,334.0,0.0,17.0,31.6,10.0,3.1,19.7,6.3,28.0,17.0,147.0,8.7,0.0,6.0,40.0,14.0,1.0,8.7,60.0,5.2,125.0,3.9,482.0,0.0,0.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,TAM (1 Yr),TAM (1 Yr),TAM (1 Yr),TAM (1 Yr),,2.0,0.0,11.0,31.0,0.0,1.0,36.4,9.0,2.8,15.5,5.5,4.0,3.0,26.0,8.7,0.0,1.0,50.0,14.0,1.5,13.0,75.0,6.5,14.0,4.1,57.0,0.0,0.0,
7,ARI (1 Yr),ARI (1 Yr),ARI (1 Yr),ARI (1 Yr),,1.0,1.0,8.0,28.0,0.0,2.0,25.0,10.0,3.5,28.0,8.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,3.5,28.0,0.0,0.0,
