,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2021-09-12,ARI,@,TEN,"W, 38-13",*,12,63,0,5.3,4,4,43,10.8,0,100.0,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0
1,2.0,47.0,2.0,2.0,2021-09-19,ARI,,MIN,"W, 34-33",*,8,46,0,5.8,5,5,29,5.8,0,100.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,63.9,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2021-09-26,ARI,@,JAX,"W, 31-19",*,11,26,0,2.4,8,7,49,7.0,0,87.5,6.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,65.7,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2021-10-03,ARI,@,LAR,"W, 37-20",*,12,120,0,10.0,5,4,19,4.8,0,80.0,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,66.7,0,0.0,1,3.6
4,5.0,50.0,5.0,5.0,2021-10-10,ARI,,SFO,"W, 17-10",*,6,15,0,2.5,4,3,19,6.3,0,75.0,4.8,0.0,0,0,0,0,0,0,1,1,0,1,0,0,37,60.7,0,0.0,1,5.3
5,6.0,51.0,6.0,6.0,2021-10-17,ARI,@,CLE,"W, 37-14",*,4,46,0,11.5,4,3,4,1.3,0,75.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,37.3,0,0.0,0,0.0
6,7.0,52.0,7.0,7.0,2021-10-24,ARI,,HOU,"W, 31-5",*,15,81,0,5.4,3,1,9,9.0,0,33.3,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,49,69.0,0,0.0,0,0.0
7,8.0,53.0,8.0,8.0,2021-10-28,ARI,,GNB,"L, 21-24",*,7,30,1,4.3,4,3,39,13.0,0,75.0,9.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,59.3,0,0.0,0,0.0
8,9.0,54.0,9.0,9.0,2021-11-07,ARI,@,SFO,"W, 31-17",*,1,3,0,3.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0,0.0,0,0.0
9,9.0,,10.0,10.0,2021-11-14,ARI,,CAR,"L, 10-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,9.0,,11.0,11.0,2021-11-21,ARI,@,SEA,"W, 23-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,9.0,,12.0,13.0,2021-12-05,ARI,@,CHI,"W, 33-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,9.0,,13.0,14.0,2021-12-13,ARI,,LAR,"L, 23-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,10.0,55.0,14.0,15.0,2021-12-19,ARI,@,DET,"L, 12-30",,6,53,0,8.8,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,38.7,0,0.0,0,0.0
14,11.0,56.0,15.0,16.0,2021-12-25,ARI,,IND,"L, 16-22",*,16,56,1,3.5,9,8,71,8.9,0,88.9,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,92.3,0,0.0,0,0.0
15,12.0,57.0,16.0,17.0,2022-01-02,ARI,@,DAL,"W, 25-22",*,18,53,0,2.9,6,5,29,5.8,0,83.3,4.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,80.5,0,0.0,0,0.0
16,12.0,,17.0,18.0,2022-01-09,ARI,,SEA,"L, 30-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,9-3,,116,592,2,5.1,53,43,311,7.2,0,81.1,5.9,0.0,1,1,0,0,0,0,1,1,0,1,0,0,476,57.5,0,0.0,2,0.6
