,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2024,28,LAC,NFL,WR,1,0,4,1,10,10.0,0,0,0.0,10,1.0,10.0,25.0,2.5,0,0,0,0,0.0,0.0,1,10.0,10,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,0,4,1,10,10.0,0,0,0.0,10,1.0,10.0,25.0,2.5,0,0,0,0,0.0,0.0,1,10.0,10,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,0,68,17,170,10.0,0,0,0.0,10,1.0,10.0,25.0,2.5,0,0,0,0,0.0,0.0,17,10.0,170,0,0,
