,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-08,LAC,,LVR,"W, 22-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2024-09-15,LAC,@,CAR,"W, 26-3",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,,3.0,3.0,2024-09-22,LAC,@,PIT,"L, 10-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,,4.0,4.0,2024-09-29,LAC,,KAN,"L, 10-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,,5.0,6.0,2024-10-13,LAC,@,DEN,"W, 23-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,,,6.0,7.0,2024-10-21,LAC,@,ARI,"L, 15-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,,,7.0,8.0,2024-10-27,LAC,,NOR,"W, 26-8",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,,8.0,9.0,2024-11-03,LAC,@,CLE,"W, 27-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,1.0,70.0,9.0,10.0,2024-11-10,LAC,,TEN,"W, 27-17",,0,0,0,,0,,,1,1.7,0,0.0,0,0.0
9,1.0,,10.0,11.0,2024-11-17,LAC,,CIN,"W, 34-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,1.0,,11.0,12.0,2024-11-25,LAC,,BAL,"L, 23-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2.0,71.0,12.0,13.0,2024-12-01,LAC,@,ATL,"W, 17-13",,0,0,0,,0,,,2,4.3,0,0.0,0,0.0
12,3.0,72.0,13.0,14.0,2024-12-08,LAC,@,KAN,"L, 17-19",,1,1,9,9.0,0,100.0,9.0,15,25.0,0,0.0,0,0.0
13,4.0,73.0,14.0,15.0,2024-12-15,LAC,,TAM,"L, 17-40",,2,2,16,8.0,0,100.0,8.0,9,17.3,0,0.0,0,0.0
14,5.0,74.0,15.0,16.0,2024-12-19,LAC,,DEN,"W, 34-27",,0,0,0,,0,,,12,18.5,0,0.0,0,0.0
15,6.0,75.0,16.0,17.0,2024-12-28,LAC,@,NWE,"W, 40-7",,4,0,0,,0,0.0,0.0,29,36.7,0,0.0,0,0.0
16,7.0,76.0,17.0,18.0,2025-01-05,LAC,@,LVR,"W, 34-20",,3,1,6,6.0,1,33.3,2.0,37,49.3,0,0.0,0,0.0
17,,,,,,,,,5-2,,10,4,31,7.8,1,40.0,3.1,105,24.1,0,0.0,0,0.0
