,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,SEA,,LAR,"L, 13-30",,3,11,0,3.7,0,0,0,,0,,,0.0,0,0,0,0,0,0,12,23.5,0,0.0,2,7.1
1,2.0,2.0,2.0,2.0,2023-09-17,SEA,@,DET,"W, 37-31 (OT)",,4,16,0,4.0,2,2,14,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,19,26.4,0,0.0,9,32.1
2,3.0,3.0,3.0,3.0,2023-09-24,SEA,,CAR,"W, 37-27",,9,46,0,5.1,2,1,-1,-1.0,0,50.0,-0.5,0.0,1,0,1,0,0,0,32,42.7,0,0.0,13,37.1
3,4.0,4.0,4.0,4.0,2023-10-02,SEA,@,NYG,"W, 24-3",,5,31,0,6.2,3,1,9,9.0,0,33.3,3.0,0.0,0,0,0,0,0,0,13,23.6,0,0.0,12,52.2
4,5.0,5.0,5.0,6.0,2023-10-15,SEA,@,CIN,"L, 13-17",,2,5,0,2.5,2,2,14,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,18,24.3,0,0.0,12,52.2
5,5.0,,6.0,7.0,2023-10-22,SEA,,ARI,"W, 20-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,6.0,7.0,8.0,2023-10-29,SEA,,CLE,"W, 24-20",,5,53,0,10.6,2,2,11,5.5,0,100.0,5.5,0.0,0,0,0,0,0,0,34,58.6,0,0.0,12,46.2
7,7.0,7.0,8.0,9.0,2023-11-05,SEA,@,BAL,"L, 3-37",,4,8,0,2.0,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,27,55.1,0,0.0,12,44.4
8,8.0,8.0,9.0,10.0,2023-11-12,SEA,,WAS,"W, 29-26",,6,44,0,7.3,5,4,18,4.5,0,80.0,3.6,0.0,0,0,0,0,0,0,42,51.9,0,0.0,11,31.4
9,9.0,9.0,10.0,11.0,2023-11-19,SEA,@,LAR,"L, 16-17",,15,47,0,3.1,6,6,22,3.7,0,100.0,3.7,0.0,0,0,0,0,0,0,55,84.6,0,0.0,1,3.8
10,10.0,10.0,11.0,12.0,2023-11-23,SEA,,SFO,"L, 13-31",*,14,47,0,3.4,4,4,11,2.8,0,100.0,2.8,0.0,0,0,0,0,0,0,49,87.5,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2023-11-30,SEA,@,DAL,"L, 35-41",*,19,60,1,3.2,2,1,39,39.0,0,50.0,19.5,0.0,0,0,0,0,0,0,42,60.9,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2023-12-10,SEA,@,SFO,"L, 16-28",,9,44,0,4.9,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,25,42.4,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2023-12-18,SEA,,PHI,"W, 20-17",,4,16,0,4.0,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,27,44.3,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2023-12-24,SEA,@,TEN,"W, 20-17",,2,0,0,0.0,2,1,-4,-4.0,0,50.0,-2.0,0.0,0,0,0,0,0,0,26,41.9,0,0.0,0,0.0
15,15.0,15.0,16.0,17.0,2023-12-31,SEA,,PIT,"L, 23-30",,2,2,0,1.0,5,5,39,7.8,0,100.0,7.8,0.0,0,0,0,0,0,0,28,57.1,0,0.0,0,0.0
16,16.0,16.0,17.0,18.0,2024-01-07,SEA,@,ARI,"W, 21-20",,5,32,0,6.4,2,2,28,14.0,0,100.0,14.0,0.0,0,0,0,0,0,0,29,52.7,0,0.0,5,19.2
17,,,,,,,,,8-8,,108,462,1,4.3,40,33,209,6.3,0,82.5,5.2,0.0,1,0,1,0,0,0,478,48.2,0,0.0,89,20.3
