,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2024-09-08,SEA,,DEN,"W, 26-20",,8,12,0,1.5,3,2,29,14.5,1,66.7,9.7,0.0,1,1,0,0,0,0,23,34.3,0,0.0,5,14.7
1,2.0,18.0,2.0,2.0,2024-09-15,SEA,@,NWE,"W, 23-20 (OT)",*,14,38,1,2.7,5,5,31,6.2,0,100.0,6.2,0.0,0,0,0,0,0,0,67,95.7,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2024-09-22,SEA,,MIA,"W, 24-3",*,18,91,2,5.1,4,3,16,5.3,0,75.0,4.0,0.0,0,0,0,0,0,0,54,84.4,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2024-09-30,SEA,@,DET,"L, 29-42",,2,15,0,7.5,5,5,39,7.8,0,100.0,7.8,0.0,0,0,0,0,0,0,38,42.2,0,0.0,3,10.3
4,5.0,21.0,5.0,5.0,2024-10-06,SEA,,NYG,"L, 20-29",,2,11,0,5.5,5,3,19,6.3,0,60.0,3.8,0.0,0,0,0,0,0,0,21,36.2,0,0.0,4,13.3
5,6.0,22.0,6.0,6.0,2024-10-10,SEA,,SFO,"L, 24-36",,5,20,0,4.0,1,1,15,15.0,0,100.0,15.0,0.0,0,0,0,0,0,0,24,30.8,0,0.0,4,13.3
6,7.0,23.0,7.0,7.0,2024-10-20,SEA,@,ATL,"W, 34-14",,7,14,0,2.0,1,1,-5,-5.0,0,100.0,-5.0,0.0,0,0,0,0,0,0,33,55.0,0,0.0,3,11.5
7,8.0,24.0,8.0,8.0,2024-10-27,SEA,,BUF,"L, 10-31",,3,4,1,1.3,4,3,20,6.7,0,75.0,5.0,0.0,0,0,0,0,0,0,23,45.1,0,0.0,4,17.4
8,9.0,25.0,9.0,9.0,2024-11-03,SEA,,LAR,"L, 20-26 (OT)",,2,8,0,4.0,3,2,25,12.5,0,66.7,8.3,0.0,0,0,0,0,0,0,20,25.0,0,0.0,7,21.9
9,10.0,26.0,10.0,11.0,2024-11-17,SEA,@,SFO,"W, 20-17",,4,3,0,0.8,2,2,2,1.0,0,100.0,1.0,0.0,0,0,0,0,0,0,19,31.7,0,0.0,2,9.5
10,11.0,27.0,11.0,12.0,2024-11-24,SEA,,ARI,"W, 16-6",,6,22,0,3.7,0,0,0,,0,,,0.0,0,0,0,0,0,0,24,37.5,0,0.0,5,20.8
11,12.0,28.0,12.0,13.0,2024-12-01,SEA,@,NYJ,"W, 26-21",,4,28,1,7.0,3,2,13,6.5,0,66.7,4.3,0.0,0,0,0,0,0,0,29,45.3,0,0.0,3,12.5
12,13.0,29.0,13.0,14.0,2024-12-08,SEA,@,ARI,"W, 30-18",*,22,134,2,6.1,7,7,59,8.4,0,100.0,8.4,0.0,0,0,0,0,0,0,51,79.7,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2024-12-15,SEA,,GNB,"L, 13-30",*,8,54,1,6.8,4,1,12,12.0,0,25.0,3.0,0.0,0,0,0,0,0,0,47,79.7,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2024-12-22,SEA,,MIN,"L, 24-27",,1,-1,0,-1.0,2,2,14,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,14,21.9,0,0.0,6,18.2
15,16.0,32.0,16.0,17.0,2024-12-26,SEA,@,CHI,"W, 6-3",*,15,57,0,3.8,3,3,19,6.3,0,100.0,6.3,0.0,0,0,0,0,0,0,39,75.0,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2025-01-05,SEA,@,LAR,"W, 30-25",*,14,59,0,4.2,0,0,32,,0,,,0.0,0,0,0,0,0,0,42,76.4,0,0.0,0,0.0
17,,,,,,,,,10-7,,135,569,8,4.2,52,42,340,8.1,1,80.8,6.5,0.0,1,1,0,0,0,0,568,51.6,0,0.0,46,9.8
