,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,22,SEA,NFL,RB,16,2,108,462,1,32,49.1,23,4.3,28.9,6.8,40,33,209,6.3,0,7,45.0,39,2.1,13.1,82.5,5.2,141,4.8,671,1,0,5.0,
1,2024,23,SEA,NFL,RB,17,6,135,569,8,32,47.4,51,4.2,33.5,7.9,52,42,340,8.1,1,6,40.4,32,2.5,20.0,80.8,6.5,177,5.1,909,9,0,6.0,
2,2025,24,SEA,NFL,RB,3,0,39,96,2,7,43.6,15,2.5,32.0,13.0,2,2,5,2.5,0,0,0.0,9,0.7,1.7,100.0,2.5,41,2.5,101,2,0,,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,36,8,282,1127,11,71,47.5,51,4.0,31.3,7.8,94,77,554,7.2,1,13,41.5,39,2.1,15.4,81.9,5.9,359,4.7,1681,12,0,11.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,4,133,532,5,34,47.5,51,4.0,31.3,7.8,44,36,262,7.2,0,6,41.5,39,2.1,15.4,81.9,5.9,170,4.7,794,6,0,,
