,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,171.0,1.0,1.0,2024-09-08,PIT,@,ATL,"W, 18-10",,4,13,0,3.3,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,9,13.2,0,0.0,3,12.0
1,2.0,172.0,2.0,2.0,2024-09-15,PIT,@,DEN,"W, 13-6",,2,3,0,1.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,4,6.1,0,0.0,5,20.0
2,3.0,173.0,3.0,3.0,2024-09-22,PIT,,LAC,"W, 20-10",*,4,33,0,8.3,5,3,15,5.0,0,60.0,3.0,0,0,0,,0,0,0,0,0,0,23,33.8,0,0.0,3,11.5
3,4.0,174.0,4.0,4.0,2024-09-29,PIT,@,IND,"L, 24-27",,6,43,0,7.2,2,2,19,9.5,0,100.0,9.5,0,0,0,,0,0,0,0,0,0,9,12.9,0,0.0,3,11.1
4,4.0,,5.0,5.0,2024-10-06,PIT,,DAL,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2024-10-13,PIT,@,LVR,"W, 32-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,,7.0,7.0,2024-10-20,PIT,,NYJ,"W, 37-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,4.0,,8.0,8.0,2024-10-28,PIT,,NYG,"W, 26-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,5.0,175.0,9.0,10.0,2024-11-10,PIT,@,WAS,"W, 28-27",,3,14,0,4.7,0,0,0,,0,,,3,61,0,20.3,0,0,0,0,0,0,8,10.3,0,0.0,6,18.8
9,6.0,176.0,10.0,11.0,2024-11-17,PIT,,BAL,"W, 18-16",,1,0,0,0.0,1,1,0,0.0,0,100.0,0.0,0,0,0,,0,0,0,0,0,0,12,15.4,0,0.0,4,13.8
10,7.0,177.0,11.0,12.0,2024-11-21,PIT,@,CLE,"L, 19-24",,1,-2,0,-2.0,0,0,0,,0,,,2,34,0,17.0,0,0,0,0,0,0,8,11.6,0,0.0,5,25.0
11,8.0,178.0,12.0,13.0,2024-12-01,PIT,@,CIN,"W, 44-38",,3,16,0,5.3,3,3,37,12.3,0,100.0,12.3,1,21,0,21.0,0,0,0,0,0,0,10,14.5,0,0.0,7,21.2
12,9.0,179.0,13.0,14.0,2024-12-08,PIT,,CLE,"W, 27-14",,4,3,0,0.8,1,1,-2,-2.0,0,100.0,-2.0,0,0,0,,1,1,0,0,0,0,9,13.8,0,0.0,3,10.3
13,10.0,180.0,14.0,15.0,2024-12-15,PIT,@,PHI,"L, 13-27",,2,9,0,4.5,1,1,-1,-1.0,0,100.0,-1.0,2,65,0,32.5,0,0,0,0,0,0,6,14.0,0,0.0,6,24.0
14,11.0,181.0,15.0,16.0,2024-12-21,PIT,@,BAL,"L, 17-34",,0,0,0,,1,1,12,12.0,1,100.0,12.0,1,18,0,18.0,0,0,0,0,0,0,3,5.0,0,0.0,7,25.9
15,12.0,182.0,16.0,17.0,2024-12-25,PIT,,KAN,"L, 10-29",,1,2,0,2.0,0,0,0,,0,,,2,41,0,20.5,0,0,0,0,0,0,1,1.3,0,0.0,6,24.0
16,13.0,183.0,17.0,18.0,2025-01-04,PIT,,CIN,"L, 17-19",,1,1,0,1.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,8,13.1,0,0.0,6,23.1
17,,,,,,,,,7-6,,32,135,0,4.2,14,12,80,6.7,1,85.7,5.7,11,240,0,21.8,1,1,0,0,0,0,110,12.6,0,0.0,64,18.3
