,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,81.0,1.0,1.0,2018-09-09,NWE,,HOU,"W, 27-20",*,3,13,0,4.3,1,1,6,6.0,0,100.0,6.0,1,19,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,21.3,0,0.0,5,15.6
1,2.0,82.0,2.0,2.0,2018-09-16,NWE,@,JAX,"L, 20-31",,1,5,0,5.0,5,3,18,6.0,0,60.0,3.6,1,25,0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,45.9,0,0.0,7,25.0
2,3.0,83.0,3.0,3.0,2018-09-23,NWE,@,DET,"L, 10-26",,0,0,0,,1,1,12,12.0,0,100.0,12.0,4,113,0,28.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,39.6,0,0.0,7,28.0
3,4.0,84.0,4.0,4.0,2018-09-30,NWE,,MIA,"W, 38-7",,1,11,0,11.0,5,3,54,18.0,1,60.0,10.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,50.6,0,0.0,2,8.0
4,5.0,85.0,5.0,5.0,2018-10-04,NWE,,IND,"W, 38-24",,0,0,0,,2,2,11,5.5,1,100.0,5.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.6,0,0.0,4,12.9
5,6.0,86.0,6.0,6.0,2018-10-14,NWE,,KAN,"W, 43-40",,1,3,0,3.0,1,1,13,13.0,0,100.0,13.0,1,30,0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.7,0,0.0,9,25.0
6,7.0,87.0,7.0,7.0,2018-10-21,NWE,@,CHI,"W, 38-31",*,1,4,0,4.0,0,0,0,,0,,,4,179,1,44.8,0.0,0,0,0,0,0,0,1,1,0,0,0,0,6,9.4,0,0.0,6,18.2
7,8.0,88.0,8.0,8.0,2018-10-29,NWE,@,BUF,"W, 25-6",*,10,38,0,3.8,0,0,0,,0,,,1,21,0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,17.1,0,0.0,3,10.7
8,9.0,89.0,9.0,9.0,2018-11-04,NWE,,GNB,"W, 31-17",,11,61,1,5.5,1,1,7,7.0,0,100.0,7.0,2,64,0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,18.3,0,0.0,4,14.8
9,10.0,90.0,10.0,10.0,2018-11-11,NWE,@,TEN,"L, 10-34",*,4,11,0,2.8,0,0,0,,0,,,3,74,0,24.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.2,0,0.0,7,23.3
10,11.0,91.0,11.0,12.0,2018-11-25,NWE,@,NYJ,"W, 27-13",,5,10,0,2.0,2,1,-1,-1.0,0,50.0,-0.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,31.4,0,0.0,5,18.5
11,12.0,92.0,12.0,13.0,2018-12-02,NWE,,MIN,"W, 24-10",,1,6,0,6.0,2,2,53,26.5,0,100.0,26.5,2,55,0,27.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.8,0,0.0,3,12.0
12,13.0,93.0,13.0,14.0,2018-12-09,NWE,@,MIA,"L, 33-34",*,0,0,0,,3,2,51,25.5,1,66.7,17.0,1,30,0,30.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,18,22.2,0,0.0,6,18.8
13,14.0,94.0,14.0,15.0,2018-12-16,NWE,@,PIT,"L, 10-17",,0,0,0,,3,3,20,6.7,0,100.0,6.7,1,23,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.1,0,0.0,4,20.0
14,15.0,95.0,15.0,16.0,2018-12-23,NWE,,BUF,"W, 24-12",,4,66,0,16.5,2,1,3,3.0,0,50.0,1.5,2,30,0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,22.7,0,0.0,2,6.9
15,15.0,,16.0,17.0,2018-12-30,NWE,,NYJ,"W, 38-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,10-5,,42,228,1,5.4,28,21,247,11.8,3,75.0,8.8,23,663,1,28.8,0.0,1,1,0,0,0,0,1,1,1,0,0,0,230,21.9,0,0.0,74,17.3
