,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,112.0,1.0,1.0,2020-09-13,CHI,@,DET,"W, 27-23",,4,19,0,4.8,1,1,12,12.0,0,100.0,12.0,3,110,0,36.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.4,0,0.0,11,33.3
1,2.0,113.0,2.0,2.0,2020-09-20,CHI,,NYG,"W, 17-13",,7,25,0,3.6,2,2,8,4.0,0,100.0,4.0,3,83,0,27.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,14,21.5,0,0.0,7,31.8
2,3.0,114.0,3.0,3.0,2020-09-27,CHI,@,ATL,"W, 30-26",,4,13,0,3.3,0,0,0,,0,,,3,91,0,30.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,11,13.4,0,0.0,12,34.3
3,4.0,115.0,4.0,4.0,2020-10-04,CHI,,IND,"L, 11-19",,3,5,0,1.7,2,1,0,0.0,0,50.0,0.0,3,65,0,21.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,11,17.7,0,0.0,14,51.9
4,5.0,116.0,5.0,5.0,2020-10-08,CHI,,TAM,"W, 20-19",*,3,7,0,2.3,3,3,38,12.7,0,100.0,12.7,3,119,0,39.7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,15,23.8,0,0.0,11,39.3
5,6.0,117.0,6.0,6.0,2020-10-18,CHI,@,CAR,"W, 23-16",,1,1,0,1.0,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,18.2,0,0.0,9,34.6
6,7.0,118.0,7.0,7.0,2020-10-26,CHI,@,LAR,"L, 10-24",,3,1,0,0.3,4,3,11,3.7,0,75.0,2.8,4,94,0,23.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,20.6,0,0.0,10,40.0
7,8.0,119.0,8.0,8.0,2020-11-01,CHI,,NOR,"L, 23-26 (OT)",,1,4,0,4.0,2,2,1,0.5,0,100.0,0.5,3,44,0,14.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.3,0,0.0,11,31.4
8,9.0,120.0,9.0,9.0,2020-11-08,CHI,@,TEN,"L, 17-24",*,3,13,0,4.3,4,4,27,6.8,0,100.0,6.8,2,46,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,22.1,0,0.0,12,36.4
9,10.0,121.0,10.0,10.0,2020-11-16,CHI,,MIN,"L, 13-19",*,12,30,0,2.5,2,2,19,9.5,0,100.0,9.5,2,135,1,67.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,25,50.0,0,0.0,9,36.0
10,11.0,122.0,11.0,12.0,2020-11-29,CHI,@,GNB,"L, 25-41",,2,8,0,4.0,0,0,0,,0,,,2,41,0,20.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,13.2,0,0.0,10,40.0
11,12.0,123.0,12.0,13.0,2020-12-06,CHI,,DET,"L, 30-34",,10,59,1,5.9,2,1,4,4.0,0,50.0,2.0,1,45,0,45.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,24.6,0,0.0,10,33.3
12,13.0,124.0,13.0,14.0,2020-12-13,CHI,,HOU,"W, 36-7",,6,26,0,4.3,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,31.7,0,0.0,5,18.5
13,14.0,125.0,14.0,15.0,2020-12-20,CHI,@,MIN,"W, 33-27",,1,3,0,3.0,1,1,4,4.0,0,100.0,4.0,3,69,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.4,0,0.0,6,20.7
14,15.0,126.0,15.0,16.0,2020-12-27,CHI,@,JAX,"W, 41-17",,0,0,0,,0,0,0,,0,,,1,22,0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,3,9.7
15,16.0,127.0,16.0,17.0,2021-01-03,CHI,,GNB,"L, 16-35",,4,18,0,4.5,0,0,0,,0,,,2,53,0,26.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,16.0,0,0.0,6,26.1
16,,,,,,,,,8-8,,64,232,1,3.6,25,21,132,6.3,0,84.0,5.3,35,1017,1,29.1,0.0,4,3,1,0,0,0,0,0,0,1,0,0,201,18.8,0,0.0,146,32.2
