,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2015-09-14,MIN,@,SFO,"L, 3-20",,0,0,0,,1,1,1,1.0,0,100.0,1.0,1,21,0,21.0,0,0,0,0,0,0,1,1.9,0,0.0,5,22.7
1,2.0,34.0,2.0,2.0,2015-09-20,MIN,,DET,"W, 26-16",,0,0,0,,0,0,0,,0,,,2,62,0,31.0,0,0,0,0,0,0,0,0.0,0,0.0,3,12.5
2,3.0,35.0,3.0,3.0,2015-09-27,MIN,,SDG,"W, 31-14",,1,9,0,9.0,0,0,0,,0,,,2,53,0,26.5,0,0,0,0,0,0,14,25.0,0,0.0,2,7.4
3,4.0,36.0,4.0,4.0,2015-10-04,MIN,@,DEN,"L, 20-23",*,0,0,0,,1,1,9,9.0,0,100.0,9.0,2,34,0,17.0,0,0,0,0,0,0,17,23.3,0,0.0,7,24.1
4,5.0,37.0,5.0,6.0,2015-10-18,MIN,,KAN,"W, 16-10",,0,0,0,,0,0,0,,0,,,2,51,0,25.5,0,0,0,0,0,0,7,10.0,0,0.0,3,12.5
5,6.0,38.0,6.0,7.0,2015-10-25,MIN,@,DET,"W, 28-19",,0,0,0,,0,0,0,,0,,,4,107,0,26.8,0,0,0,0,0,0,4,5.3,0,0.0,4,12.9
6,7.0,39.0,7.0,8.0,2015-11-01,MIN,@,CHI,"W, 23-20",,0,0,0,,0,0,0,,0,,,2,43,0,21.5,0,0,0,0,0,0,9,15.5,0,0.0,5,17.2
7,8.0,40.0,8.0,9.0,2015-11-08,MIN,,STL,"W, 21-18 (OT)",,0,0,0,,0,0,0,,0,,,3,75,0,25.0,0,0,0,0,0,0,1,1.4,0,0.0,5,14.3
8,9.0,41.0,9.0,10.0,2015-11-15,MIN,@,OAK,"W, 30-14",,1,6,0,6.0,0,0,0,,0,,,1,93,1,93.0,0,0,0,0,0,0,2,3.2,0,0.0,3,10.3
9,10.0,42.0,10.0,11.0,2015-11-22,MIN,,GNB,"L, 13-30",,0,0,0,,0,0,0,,0,,,3,103,0,34.3,0,0,0,0,0,0,2,3.1,0,0.0,8,27.6
10,11.0,43.0,11.0,12.0,2015-11-29,MIN,@,ATL,"W, 20-10",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,2,10.5
11,12.0,44.0,12.0,13.0,2015-12-06,MIN,,SEA,"L, 7-38",,0,0,0,,0,0,0,,0,,,5,198,1,39.6,0,0,0,0,0,0,0,0.0,0,0.0,7,28.0
12,13.0,45.0,13.0,14.0,2015-12-10,MIN,@,ARI,"L, 20-23",,0,0,0,,0,0,0,,0,,,3,93,0,31.0,0,0,0,0,0,0,0,0.0,0,0.0,6,24.0
13,14.0,46.0,14.0,15.0,2015-12-20,MIN,,CHI,"W, 38-17",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,3,11.1
14,15.0,47.0,15.0,16.0,2015-12-27,MIN,,NYG,"W, 49-17",,0,0,0,,0,0,0,,0,,,1,16,0,16.0,0,0,0,0,0,0,0,0.0,0,0.0,3,7.9
15,16.0,48.0,16.0,17.0,2016-01-03,MIN,@,GNB,"W, 20-13",,0,0,0,,0,0,0,,0,,,1,70,0,70.0,1,1,0,0,0,0,0,0.0,0,0.0,4,15.4
16,,,,,,,,,11-5,,2,15,0,7.5,2,2,10,5.0,0,100.0,5.0,32,1019,2,31.8,1,1,0,0,0,0,57,5.6,0,0.0,70,15.9
