,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2021-09-12,NYG,,DEN,"L, 13-27",*,22,37,59.5,267,1,0,7.2,7.76,90.7,2,13,6,27,1,4.5,0,0,0,,0,,,1,1,0,0,0,0,61,100.0,0,0.0,0,0.0
1,2.0,29.0,2.0,2.0,2021-09-16,NYG,@,WAS,"L, 29-30",*,22,32,68.8,249,1,0,7.8,8.41,102.2,4,21,9,95,1,10.6,0,0,0,,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
2,3.0,30.0,3.0,3.0,2021-09-26,NYG,,ATL,"L, 14-17",*,24,35,68.6,266,0,0,7.6,7.60,90.9,2,20,8,39,0,4.9,0,0,0,,0,,,2,0,0,2,-11,0,70,100.0,0,0.0,0,0.0
3,4.0,31.0,4.0,4.0,2021-10-03,NYG,@,NOR,"W, 27-21 (OT)",*,28,40,70.0,402,2,1,10.1,9.93,108.5,0,0,4,27,0,6.8,0,0,0,,0,,,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
4,5.0,32.0,5.0,5.0,2021-10-10,NYG,@,DAL,"L, 20-44",*,5,13,38.5,98,0,0,7.5,7.54,65.5,0,0,3,9,0,3.0,0,0,0,,0,,,0,0,0,0,0,0,29,42.6,0,0.0,0,0.0
5,6.0,33.0,6.0,6.0,2021-10-17,NYG,,LAR,"L, 11-38",*,29,51,56.9,242,0,3,4.7,2.10,44.7,4,41,3,4,0,1.3,0,0,0,,0,,,2,1,0,0,0,0,75,100.0,0,0.0,0,0.0
6,7.0,34.0,7.0,7.0,2021-10-24,NYG,,CAR,"W, 25-3",*,23,33,69.7,203,1,0,6.2,6.76,95.9,2,20,8,28,0,3.5,1,1,16,16.0,0,100.0,16.0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
7,8.0,35.0,8.0,8.0,2021-11-01,NYG,@,KAN,"L, 17-20",*,22,32,68.8,222,2,1,6.9,6.78,96.1,3,13,5,12,0,2.4,0,0,0,,0,,,1,0,0,0,0,0,60,100.0,0,0.0,0,0.0
8,9.0,36.0,9.0,9.0,2021-11-07,NYG,,LVR,"W, 23-16",*,15,20,75.0,110,1,0,5.5,6.50,104.2,2,6,4,17,0,4.3,0,0,0,,0,,,1,1,0,0,0,0,56,100.0,0,0.0,0,0.0
9,10.0,37.0,10.0,11.0,2021-11-22,NYG,@,TAM,"L, 10-30",*,23,38,60.5,167,1,2,4.4,2.55,57.7,2,18,3,10,0,3.3,0,0,0,,0,,,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
10,11.0,38.0,11.0,12.0,2021-11-28,NYG,,PHI,"W, 13-7",*,19,30,63.3,202,1,0,6.7,7.40,94.0,1,8,9,30,0,3.3,0,0,0,,0,,,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
11,11.0,,12.0,13.0,2021-12-05,NYG,@,MIA,"L, 9-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,,13.0,14.0,2021-12-12,NYG,@,LAC,"L, 21-37",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,,14.0,15.0,2021-12-19,NYG,,DAL,"L, 6-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,11.0,,15.0,16.0,2021-12-26,NYG,@,PHI,"L, 10-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,11.0,,16.0,17.0,2022-01-02,NYG,@,CHI,"L, 3-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,11.0,,17.0,18.0,2022-01-09,NYG,,WAS,"L, 7-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,4-7,,232,361,64.3,2428,10,7,6.7,6.41,84.8,22,160,62,298,2,4.8,1,1,16,16.0,0,100.0,16.0,7,3,0,2,-11,0,673,94.5,0,0.0,0,0.0
