,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",*,11,2,29,14.5,0,18.2,2.6,0,0,0,,0.0,0,0,0,0,0,0,67,97.1,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",*,11,7,75,10.7,0,63.6,6.8,1,6,0,6.0,0.0,0,0,0,0,0,0,58,95.1,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",*,12,8,87,10.9,1,66.7,7.3,0,0,0,,0.0,0,0,0,0,0,0,61,95.3,0,0.0,0,0.0
3,4.0,36.0,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",*,8,6,97,16.2,1,75.0,12.1,0,0,0,,0.0,0,0,0,0,0,0,58,95.1,0,0.0,0,0.0
4,5.0,37.0,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",*,8,5,53,10.6,0,62.5,6.6,0,0,0,,0.0,0,0,0,0,0,0,51,92.7,0,0.0,0,0.0
5,6.0,38.0,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",*,10,5,68,13.6,0,50.0,6.8,2,9,0,4.5,0.0,1,1,0,0,0,0,62,92.5,0,0.0,0,0.0
6,7.0,39.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",*,6,4,70,17.5,0,66.7,11.7,1,-4,0,-4.0,0.0,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0
7,8.0,40.0,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",*,7,5,77,15.4,1,71.4,11.0,1,1,0,1.0,0.0,0,0,0,0,0,0,49,84.5,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",*,15,11,150,13.6,2,73.3,10.0,0,0,0,,0.0,0,0,0,0,0,0,75,90.4,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",*,5,5,45,9.0,0,100.0,9.0,0,0,0,,0.0,0,0,0,0,0,0,47,65.3,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",*,11,6,106,17.7,0,54.5,9.6,2,11,0,5.5,0.0,1,1,0,0,0,0,60,80.0,0,0.0,1,4.3
11,12.0,44.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",*,7,5,71,14.2,1,71.4,10.1,2,23,0,11.5,0.0,0,0,0,0,0,0,49,72.1,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",*,6,5,33,6.6,0,83.3,5.5,0,0,0,,0.0,0,0,0,0,0,0,68,95.8,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",*,7,7,126,18.0,0,100.0,18.0,1,1,0,1.0,0.0,0,0,0,0,0,0,70,93.3,0,0.0,0,0.0
14,15.0,47.0,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",*,11,10,120,12.0,2,90.9,10.9,0,0,0,,0.0,0,0,0,0,0,0,62,84.9,0,0.0,0,0.0
15,16.0,48.0,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",*,14,11,100,9.1,0,78.6,7.1,0,0,0,,0.0,0,0,0,0,0,0,68,85.0,0,0.0,0,0.0
16,17.0,49.0,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",*,7,5,52,10.4,1,71.4,7.4,0,0,0,,0.0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0
17,,,,,,,,,12-5,,156,107,1359,12.7,9,68.6,8.7,10,47,0,4.7,0.0,2,2,0,0,0,0,1015,87.3,0,0.0,1,0.2
