,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-09,NYJ,@,SFO,"L, 19-32",*,1.0,3,1,2,1,1,0,0,0,0,1,0,0.0,63,87.5,1,3.8
1,2.0,35.0,2.0,2.0,2024-09-15,NYJ,@,TEN,"W, 24-17",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,66,100.0,1,3.8
2,3.0,36.0,3.0,3.0,2024-09-19,NYJ,,NWE,"W, 24-3",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,52,100.0,0,0.0
3,4.0,37.0,4.0,4.0,2024-09-29,NYJ,,DEN,"L, 9-10",*,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,61,100.0,2,7.1
4,5.0,38.0,5.0,5.0,2024-10-06,NYJ,@,MIN,"L, 17-23",*,0.0,2,1,1,0,0,0,0,0,0,1,0,0.0,59,80.8,0,0.0
5,6.0,39.0,6.0,6.0,2024-10-14,NYJ,,BUF,"L, 20-23",*,0.0,3,1,2,0,0,0,0,0,0,0,0,0.0,69,100.0,0,0.0
6,7.0,40.0,7.0,7.0,2024-10-20,NYJ,@,PIT,"L, 15-37",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0.0,63,92.6,0,0.0
7,8.0,41.0,8.0,8.0,2024-10-27,NYJ,@,NWE,"L, 22-25",*,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,66,98.5,0,0.0
8,9.0,42.0,9.0,9.0,2024-10-31,NYJ,,HOU,"W, 21-13",*,0.0,5,3,2,0,0,0,0,0,0,1,0,0.0,76,96.2,0,0.0
9,10.0,43.0,10.0,10.0,2024-11-10,NYJ,@,ARI,"L, 6-31",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0.0,57,96.6,0,0.0
10,11.0,44.0,11.0,11.0,2024-11-17,NYJ,,IND,"L, 27-28",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,69,98.6,0,0.0
11,12.0,45.0,12.0,13.0,2024-12-01,NYJ,,SEA,"L, 21-26",*,0.0,3,3,0,0,0,0,0,0,0,2,0,0.0,44,68.8,0,0.0
12,12.0,,13.0,14.0,2024-12-08,NYJ,@,MIA,"L, 26-32 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,13.0,46.0,14.0,15.0,2024-12-15,NYJ,@,JAX,"W, 32-25",*,0.0,5,2,3,0,0,0,1,0,0,2,0,0.0,84,100.0,1,3.6
14,14.0,47.0,15.0,16.0,2024-12-22,NYJ,,LAR,"L, 9-19",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,23,44.2,1,6.3
15,15.0,48.0,16.0,17.0,2024-12-29,NYJ,@,BUF,"L, 14-40",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,28,40.0,0,0.0
16,15.0,,17.0,18.0,2025-01-05,NYJ,,MIA,"W, 32-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,4-11,,1.0,49,36,13,1,1,0,1,0,0,9,0,0.0,880,87.5,6,1.6
