,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2023-09-11,NYJ,,BUF,"W, 22-16 (OT)",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,69,100.0,0,0.0
1,2.0,19.0,2.0,2.0,2023-09-17,NYJ,@,DAL,"L, 10-30",*,0.0,6,4,2,0,0,0,0,0,0,1,0,0.0,82,94.3,2,7.1
2,3.0,20.0,3.0,3.0,2023-09-24,NYJ,,NWE,"L, 10-15",*,0.0,3,1,2,0,0,0,0,0,0,0,0,0.0,72,100.0,2,6.5
3,4.0,21.0,4.0,4.0,2023-10-01,NYJ,,KAN,"L, 20-23",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,70,100.0,0,0.0
4,5.0,22.0,5.0,5.0,2023-10-08,NYJ,@,DEN,"W, 31-21",*,0.0,5,4,1,0,0,0,0,0,0,2,0,0.0,61,96.8,0,0.0
5,5.0,,6.0,6.0,2023-10-15,NYJ,,PHI,"W, 20-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,23.0,7.0,8.0,2023-10-29,NYJ,@,NYG,"W, 13-10 (OT)",*,0.0,4,4,0,1,0,0,0,0,0,0,0,0.0,75,100.0,2,5.4
7,7.0,24.0,8.0,9.0,2023-11-06,NYJ,,LAC,"L, 6-27",*,0.0,2,2,0,0,0,0,0,0,0,2,0,0.0,56,96.6,0,0.0
8,8.0,25.0,9.0,10.0,2023-11-12,NYJ,@,LVR,"L, 12-16",*,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,64,100.0,1,3.7
9,9.0,26.0,10.0,11.0,2023-11-19,NYJ,@,BUF,"L, 6-32",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,76,100.0,1,3.7
10,10.0,27.0,11.0,12.0,2023-11-24,NYJ,,MIA,"L, 13-34",*,0.0,6,2,4,0,0,0,0,0,0,1,0,0.0,70,100.0,0,0.0
11,11.0,28.0,12.0,13.0,2023-12-03,NYJ,,ATL,"L, 8-13",*,0.0,4,3,1,0,0,0,0,0,0,0,0,0.0,68,100.0,0,0.0
12,12.0,29.0,13.0,14.0,2023-12-10,NYJ,,HOU,"W, 30-6",*,0.0,4,3,1,1,0,0,0,0,0,2,0,0.0,54,96.4,0,0.0
13,13.0,30.0,14.0,15.0,2023-12-17,NYJ,@,MIA,"L, 0-30",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,56,91.8,0,0.0
14,14.0,31.0,15.0,16.0,2023-12-24,NYJ,,WAS,"W, 30-28",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,61,100.0,2,5.6
15,15.0,32.0,16.0,17.0,2023-12-28,NYJ,@,CLE,"L, 20-37",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0.0,60,100.0,0,0.0
16,16.0,33.0,17.0,18.0,2024-01-07,NYJ,@,NWE,"W, 17-3",*,0.0,4,3,1,0,0,0,0,0,0,1,0,0.0,57,100.0,0,0.0
17,,,,,,,,,6-10,,0.0,57,41,16,2,0,0,0,0,0,11,0,0.0,1051,98.5,10,2.2
