,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,128.0,1.0,1.0,2022-09-11,KAN,@,ARI,"W, 44-21",*,9,8,121,15.1,1,88.9,13.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,64.3,0,0.0,0,0.0
1,2.0,129.0,2.0,2.0,2022-09-15,KAN,,LAC,"W, 27-24",*,7,5,51,10.2,0,71.4,7.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,89.5,0,0.0,0,0.0
2,3.0,130.0,3.0,3.0,2022-09-25,KAN,@,IND,"L, 17-20",*,8,4,58,14.5,1,50.0,7.3,1,1,0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,56,88.9,0,0.0,0,0.0
3,4.0,131.0,4.0,4.0,2022-10-02,KAN,@,TAM,"W, 41-31",*,10,9,92,10.2,1,90.0,9.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,81.3,0,0.0,0,0.0
4,5.0,132.0,5.0,5.0,2022-10-10,KAN,,LVR,"W, 30-29",*,8,7,25,3.6,4,87.5,3.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,77.8,0,0.0,0,0.0
5,6.0,133.0,6.0,6.0,2022-10-16,KAN,,BUF,"L, 20-24",*,10,8,108,13.5,0,80.0,10.8,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,77.6,0,0.0,0,0.0
6,7.0,134.0,7.0,7.0,2022-10-23,KAN,@,SFO,"W, 44-23",*,8,6,98,16.3,0,75.0,12.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,78.1,0,0.0,0,0.0
7,8.0,135.0,8.0,9.0,2022-11-06,KAN,,TEN,"W, 20-17 (OT)",*,17,10,106,10.6,0,58.8,6.2,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,83,83.0,0,0.0,0,0.0
8,9.0,136.0,9.0,10.0,2022-11-13,KAN,,JAX,"W, 27-17",*,7,6,81,13.5,1,85.7,11.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0
9,10.0,137.0,10.0,11.0,2022-11-20,KAN,@,LAC,"W, 30-27",*,10,6,115,19.2,3,60.0,11.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,78.5,0,0.0,0,0.0
10,11.0,138.0,11.0,12.0,2022-11-27,KAN,,LAR,"W, 26-10",*,8,4,57,14.3,1,50.0,7.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,82.9,0,0.0,0,0.0
11,12.0,139.0,12.0,13.0,2022-12-04,KAN,@,CIN,"L, 24-27",*,6,4,56,14.0,0,66.7,9.3,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,45,81.8,0,0.0,0,0.0
12,13.0,140.0,13.0,14.0,2022-12-11,KAN,@,DEN,"W, 34-28",*,9,4,71,17.8,0,44.4,7.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,80.9,0,0.0,0,0.0
13,14.0,141.0,14.0,15.0,2022-12-18,KAN,@,HOU,"W, 30-24 (OT)",*,10,10,105,10.5,0,100.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,75.3,0,0.0,0,0.0
14,15.0,142.0,15.0,16.0,2022-12-24,KAN,,SEA,"W, 24-10",*,8,6,113,18.8,0,75.0,14.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,81.1,0,0.0,0,0.0
15,16.0,143.0,16.0,17.0,2023-01-01,KAN,,DEN,"W, 27-24",*,10,7,43,6.1,0,70.0,4.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,86.7,0,0.0,0,0.0
16,17.0,144.0,17.0,18.0,2023-01-07,KAN,@,LVR,"W, 31-13",*,7,6,38,6.3,0,85.7,5.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,72.9,0,0.0,0,0.0
17,,,,,,,,,14-3,,152,110,1338,12.2,12,72.4,8.8,2,5,0,2.5,0.0,2,2,0,0,0,0,1,1,0,0,0,0,914,79.5,0,0.0,0,0.0
