,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,116.0,1.0,1.0,2025-09-07,WAS,,NYG,"W, 21-6",*,6,26,0,4.3,3,3,31,10.3,0,100.0,10.3,33,47.1,0,0.0,0,0.0
1,2.0,117.0,2.0,2.0,2025-09-11,WAS,@,GNB,"L, 18-27",*,8,17,0,2.1,4,2,7,3.5,0,50.0,1.8,36,52.2,0,0.0,0,0.0
2,,,,,,,,,1-1,,14,43,0,3.1,7,5,38,7.6,0,71.4,5.4,69,49.6,0,0.0,0,0.0
