,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-11,LAC,@,DEN,"L, 21-24",,0,0,0,,2,2,18,9.0,0,100.0,9.0,0,0,0,,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,3,5.2,0,0.0,17,65.4
1,2.0,2.0,2.0,2.0,2017-09-17,LAC,,MIA,"L, 17-19",,0,0,0,,0,0,0,,0,,,3,49,0,16.3,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,17,63.0
2,3.0,3.0,3.0,3.0,2017-09-24,LAC,,KAN,"L, 10-24",,0,0,0,,1,1,6,6.0,0,100.0,6.0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,6,8.2,0,0.0,19,73.1
3,4.0,4.0,4.0,4.0,2017-10-01,LAC,,PHI,"L, 24-26",,1,35,1,35.0,2,2,23,11.5,0,100.0,11.5,0,0,0,,0.0,2,1,1,0,0.0,0,0,0,0,0,0,0,3,5.3,0,0.0,17,63.0
4,5.0,5.0,5.0,5.0,2017-10-08,LAC,@,NYG,"W, 27-22",,4,0,0,0.0,6,3,28,9.3,0,50.0,4.7,0,0,0,,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,12,15.4,0,0.0,16,50.0
5,6.0,6.0,6.0,6.0,2017-10-15,LAC,@,OAK,"W, 17-16",,1,1,0,1.0,2,1,8,8.0,0,50.0,4.0,0,0,0,,0.0,2,2,0,0,0.0,0,0,0,0,0,0,0,7,10.8,0,0.0,11,50.0
6,7.0,7.0,7.0,7.0,2017-10-22,LAC,,DEN,"W, 21-0",,7,38,0,5.4,4,4,6,1.5,1,100.0,1.5,0,0,0,,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,18,31.0,0,0.0,13,54.2
7,8.0,8.0,8.0,8.0,2017-10-29,LAC,@,NWE,"L, 13-21",,2,8,0,4.0,1,1,13,13.0,0,100.0,13.0,2,36,0,18.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,17,30.4,0,0.0,14,50.0
8,9.0,9.0,9.0,10.0,2017-11-12,LAC,@,JAX,"L, 17-20 (OT)",,10,42,0,4.2,5,5,77,15.4,2,100.0,15.4,0,0,0,,0.0,3,3,0,0,0.0,0,1,1,0,0,0,0,23,33.3,0,0.0,16,44.4
9,10.0,10.0,10.0,11.0,2017-11-19,LAC,,BUF,"W, 54-24",,6,40,1,6.7,2,2,18,9.0,0,100.0,9.0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,32,43.2,0,0.0,14,40.0
10,11.0,11.0,11.0,12.0,2017-11-23,LAC,@,DAL,"W, 28-6",,6,15,0,2.5,3,3,55,18.3,0,100.0,18.3,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,26,38.2,0,0.0,11,57.9
11,12.0,12.0,12.0,13.0,2017-12-03,LAC,,CLE,"W, 19-10",,4,19,0,4.8,3,2,21,10.5,0,66.7,7.0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,20,28.6,0,0.0,7,33.3
12,13.0,13.0,13.0,14.0,2017-12-10,LAC,,WAS,"W, 30-13",,4,49,0,12.3,3,0,0,,0,0.0,0.0,0,0,0,,0.0,5,4,1,0,0.0,0,0,0,0,0,0,0,18,25.0,0,0.0,21,67.7
13,14.0,14.0,14.0,15.0,2017-12-16,LAC,@,KAN,"L, 13-30",,2,13,0,6.5,1,1,6,6.0,0,100.0,6.0,0,0,0,,0.0,0,0,0,0,0.0,0,1,1,0,0,0,0,10,15.6,0,0.0,6,24.0
14,15.0,15.0,15.0,16.0,2017-12-24,LAC,@,NYJ,"W, 14-7",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0,0.0,4,14.3
15,16.0,16.0,16.0,17.0,2017-12-31,LAC,,OAK,"W, 30-10",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0,0.0,6,27.3
16,,,,,,,,,9-7,,47,260,2,5.5,35,27,279,10.3,3,77.1,8.0,5,85,0,17.0,0.0,17,13,4,0,0.0,0,2,2,0,0,0,0,195,18.3,0,0.0,209,48.7
