,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2018-09-09,LAC,,KAN,"L, 28-38",,5,39,0,7.8,5,5,87,17.4,1,100.0,17.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,26.8,0,0.0,20,66.7
1,2.0,18.0,2.0,2.0,2018-09-16,LAC,@,BUF,"W, 31-20",,11,77,0,7.0,3,3,21,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,23,41.1,0,0.0,13,43.3
2,3.0,19.0,3.0,3.0,2018-09-23,LAC,@,LAR,"L, 23-35",,4,47,0,11.8,3,3,24,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,18,34.6,0,0.0,15,60.0
3,4.0,20.0,4.0,4.0,2018-09-30,LAC,,SFO,"W, 29-27",,8,25,0,3.1,3,2,31,15.5,1,66.7,10.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,23,33.8,0,0.0,21,65.6
4,5.0,21.0,5.0,5.0,2018-10-07,LAC,,OAK,"W, 26-10",,6,15,0,2.5,3,1,44,44.0,1,33.3,14.7,0.0,2,2,0,0,0,0,0,0,0,0,0,0,23,35.9,0,0.0,16,64.0
5,6.0,22.0,6.0,6.0,2018-10-14,LAC,@,CLE,"W, 38-14",,7,60,0,8.6,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,1,0,0,21,35.0,0,0.0,21,72.4
6,7.0,23.0,7.0,7.0,2018-10-21,LAC,,TEN,"W, 20-19",*,12,42,0,3.5,7,5,26,5.2,0,71.4,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,95.5,0,0.0,1,4.3
7,8.0,24.0,8.0,9.0,2018-11-04,LAC,@,SEA,"W, 25-17",,3,21,0,7.0,2,1,13,13.0,0,50.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,17.6,0,0.0,20,71.4
8,9.0,25.0,9.0,10.0,2018-11-11,LAC,@,OAK,"W, 20-6",,3,19,0,6.3,0,0,0,,0,,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,20,35.7,0,0.0,16,72.7
9,10.0,26.0,10.0,11.0,2018-11-18,LAC,,DEN,"L, 22-23",,6,29,0,4.8,2,2,40,20.0,0,100.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,23.4,0,0.0,18,69.2
10,11.0,27.0,11.0,12.0,2018-11-25,LAC,,ARI,"W, 45-10",,5,35,1,7.0,11,10,68,6.8,0,90.9,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,37.7,0,0.0,2,7.1
11,12.0,28.0,12.0,13.0,2018-12-02,LAC,@,PIT,"W, 33-30",*,13,21,0,1.6,8,5,22,4.4,0,62.5,2.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,77.8,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2018-12-09,LAC,,CIN,"W, 26-21",*,15,66,1,4.4,5,2,28,14.0,0,40.0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,68.4,0,0.0,1,3.4
13,13.0,,14.0,15.0,2018-12-13,LAC,@,KAN,"W, 29-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,13.0,,15.0,16.0,2018-12-22,LAC,,BAL,"L, 10-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,30.0,16.0,17.0,2018-12-30,LAC,@,DEN,"W, 23-9",,8,58,1,7.3,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,25.4,0,0.0,10,43.5
16,,,,,,,,,11-3,,106,554,3,5.2,53,39,404,10.4,3,73.6,7.6,0.0,9,9,0,0,0,0,1,1,0,2,0,0,348,40.6,0,0.0,174,45.8
