,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2016,29,GNB,NFL,TE,3.0,3.0,32.0,18.0,229.0,12.7,2.0,13.0,53.1,35.0,6.0,76.3,56.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.7,229.0,2.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019,32,NOR,NFL,TE,1.0,0.0,5.0,5.0,54.0,10.8,0.0,4.0,80.0,14.0,5.0,54.0,100.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.8,54.0,0.0,0.0,
3,2020,33,NOR,NFL,TE,2.0,2.0,14.0,9.0,68.0,7.6,0.0,2.0,50.0,12.0,4.5,34.0,64.3,4.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.6,68.0,0.0,1.0,
4,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,6.0,5.0,51.0,32.0,351.0,11.0,2.0,19.0,54.9,35.0,5.3,58.5,62.7,6.9,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,351.0,2.0,1.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,14.0,145.0,91.0,995.0,11.0,6.0,54.0,54.9,35.0,5.3,58.5,62.7,6.9,0.0,0.0,0.0,0.0,0.0,0.0,91.0,11.0,995.0,6.0,3.0,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NOR (2 Yrs),NOR (2 Yrs),NOR (2 Yrs),NOR (2 Yrs),,3.0,2.0,19.0,14.0,122.0,8.7,0.0,6.0,57.9,14.0,4.7,40.7,73.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.7,122.0,0.0,1.0,
8,GNB (1 Yr),GNB (1 Yr),GNB (1 Yr),GNB (1 Yr),,3.0,3.0,32.0,18.0,229.0,12.7,2.0,13.0,53.1,35.0,6.0,76.3,56.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.7,229.0,2.0,0.0,
