,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-13,BAL,@,LVR,"L, 27-33 (OT)",*,2,1,6,6.0,0,50.0,3.0,0,0,0,,0,0,0,,4,67,0,16.8,1,0,0,1,0,0,39,57.4,0,0.0,11,34.4
1,2.0,18.0,2.0,2.0,2021-09-19,BAL,,KAN,"W, 36-35",*,0,0,0,,0,,,0,0,0,,0,0,0,,1,16,0,16.0,0,0,0,1,2,1,37,48.7,0,0.0,9,32.1
2,3.0,19.0,3.0,3.0,2021-09-26,BAL,@,DET,"W, 19-17",,3,2,22,11.0,1,66.7,7.3,0,0,0,,0,0,0,,2,42,0,21.0,0,0,0,0,0,0,33,56.9,0,0.0,11,39.3
3,4.0,20.0,4.0,4.0,2021-10-03,BAL,@,DEN,"W, 23-7",,6,3,31,10.3,0,50.0,5.2,0,0,0,,0,0,0,,3,64,0,21.3,0,0,0,0,0,0,33,45.2,0,0.0,12,40.0
4,5.0,21.0,5.0,5.0,2021-10-11,BAL,,IND,"W, 31-25 (OT)",*,4,4,45,11.3,0,100.0,11.3,0,0,0,,5,111,0,22.2,1,0,0,0.0,0,0,0,0,0,0,64,87.7,0,0.0,8,32.0
5,6.0,22.0,6.0,6.0,2021-10-17,BAL,,LAC,"W, 34-6",*,3,2,15,7.5,0,66.7,5.0,1,11,0,11.0,2,70,0,35.0,3,44,0,14.7,0,0,0,0,0,0,34,49.3,0,0.0,7,30.4
6,7.0,23.0,7.0,7.0,2021-10-24,BAL,,CIN,"L, 17-41",,1,1,11,11.0,0,100.0,11.0,1,-2,0,-2.0,2,45,0,22.5,2,37,0,18.5,0,0,0,0,0,0,36,49.3,0,0.0,12,37.5
7,8.0,24.0,8.0,9.0,2021-11-07,BAL,,MIN,"W, 34-31 (OT)",,2,2,8,4.0,1,100.0,4.0,0,0,0,,1,24,0,24.0,1,14,0,14.0,0,0,0,0,0,0,41,41.8,0,0.0,13,39.4
8,9.0,25.0,9.0,10.0,2021-11-11,BAL,@,MIA,"L, 10-22",,4,4,28,7.0,0,100.0,7.0,1,19,0,19.0,1,21,0,21.0,1,9,0,9.0,0,0,0,0,0,0,44,60.3,0,0.0,14,43.8
9,10.0,26.0,10.0,11.0,2021-11-21,BAL,@,CHI,"W, 16-13",*,6,4,37,9.3,0,66.7,6.2,0,0,0,,2,50,0,25.0,2,19,0,9.5,0,0,0,0,0,0,44,54.3,0,0.0,8,32.0
10,11.0,27.0,11.0,12.0,2021-11-28,BAL,,CLE,"W, 16-10",*,2,1,2,2.0,0,50.0,1.0,1,13,0,13.0,0,0,0,,3,36,0,12.0,0,0,0,0,0,0,35,43.2,0,0.0,9,37.5
11,12.0,28.0,12.0,13.0,2021-12-05,BAL,@,PIT,"L, 19-20",,3,2,21,10.5,0,66.7,7.0,0,0,0,,2,61,0,30.5,2,12,0,6.0,0,0,0,0,0,0,44,59.5,0,0.0,11,44.0
12,13.0,29.0,13.0,14.0,2021-12-12,BAL,@,CLE,"L, 22-24",,5,2,14,7.0,0,40.0,2.8,1,3,0,3.0,3,54,0,18.0,0,0,0,,0,0,0,0,0,0,49,66.2,0,0.0,12,38.7
13,14.0,30.0,14.0,15.0,2021-12-19,BAL,,GNB,"L, 30-31",*,3,3,13,4.3,0,100.0,4.3,0,0,0,,4,105,0,26.3,0,0,0,,0,0,0,0,0,0,22,31.4,0,0.0,7,28.0
14,14.0,,15.0,16.0,2021-12-26,BAL,@,CIN,"L, 21-41",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,15.0,31.0,16.0,17.0,2022-01-02,BAL,,LAR,"L, 19-20",,3,2,19,9.5,0,66.7,6.3,1,4,0,4.0,1,22,0,22.0,0,0,0,,0,0,0,0,0,0,30,42.3,0,0.0,6,26.1
16,16.0,32.0,17.0,18.0,2022-01-09,BAL,,PIT,"L, 13-16 (OT)",,0,0,0,,0,,,1,2,0,2.0,5,113,0,22.6,1,0,0,0.0,0,0,0,0,0,0,18,25.4,0,0.0,13,40.6
17,,,,,,,,,8-8,,47,33,272,8.2,2,70.2,5.8,7,50,0,7.1,28,676,0,24.1,26,360,0,13.8,1,0,0,2,2,1,603,51.0,0,0.0,163,36.4
