,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,MIA,@,NWE,"W, 17-16",*,5,4,61,15.3,1,80.0,12.2,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,79.6,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,MIA,,BUF,"L, 0-35",*,8,6,48,8.0,0,75.0,6.0,0,0,0,,0,0,0,,1,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,47,63.5,0,0.0,5,22.7
2,3.0,3.0,3.0,3.0,2021-09-26,MIA,@,LVR,"L, 28-31 (OT)",*,13,12,58,4.8,0,92.3,4.5,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,73,88.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,MIA,,IND,"L, 17-27",*,4,3,33,11.0,0,75.0,8.3,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,78.8,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,MIA,@,TAM,"L, 17-45",*,6,2,31,15.5,0,33.3,5.2,1,2,0,2.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,79.6,0,0.0,9,32.1
5,6.0,6.0,6.0,6.0,2021-10-17,MIA,@,JAX,"L, 20-23",*,13,10,70,7.0,2,76.9,5.4,0,0,0,,2,38,0,19.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,92.9,0,0.0,9,32.1
6,7.0,7.0,7.0,7.0,2021-10-24,MIA,,ATL,"L, 28-30",*,8,7,83,11.9,0,87.5,10.4,0,0,0,,0,0,0,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,61,83.6,0,0.0,2,7.1
7,8.0,8.0,8.0,8.0,2021-10-31,MIA,@,BUF,"L, 11-26",*,11,4,29,7.3,0,36.4,2.6,0,0,0,,2,25,0,12.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,94.2,0,0.0,6,25.0
8,9.0,9.0,9.0,9.0,2021-11-07,MIA,,HOU,"W, 17-9",*,10,8,83,10.4,0,80.0,8.3,0,0,0,,2,47,0,23.5,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,65,86.7,0,0.0,4,16.7
9,10.0,10.0,10.0,10.0,2021-11-11,MIA,,BAL,"W, 22-10",*,6,4,61,15.3,0,66.7,10.2,0,0,0,,0,0,0,,1,6,0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,88.4,0,0.0,4,12.5
10,11.0,11.0,11.0,11.0,2021-11-21,MIA,@,NYJ,"W, 24-17",*,9,8,65,8.1,0,88.9,7.2,1,1,1,1.0,1,16,0,16.0,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,55,76.4,0,0.0,6,21.4
11,12.0,12.0,12.0,12.0,2021-11-28,MIA,,CAR,"W, 33-10",*,10,9,137,15.2,1,90.0,13.7,0,0,0,,0,0,0,,1,7,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,74.3,0,0.0,4,14.3
12,13.0,13.0,13.0,13.0,2021-12-05,MIA,,NYG,"W, 20-9",*,11,9,90,10.0,0,81.8,8.2,0,0,0,,2,32,0,16.0,1,7,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,76.8,0,0.0,5,16.7
13,13.0,,14.0,15.0,2021-12-19,MIA,,NYJ,"W, 31-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,14.0,14.0,15.0,16.0,2021-12-27,MIA,@,NOR,"W, 20-3",*,12,10,92,9.2,1,83.3,7.7,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,89.2,0,0.0,0,0.0
15,15.0,15.0,16.0,17.0,2022-01-02,MIA,@,TEN,"L, 3-34",*,7,3,47,15.7,0,42.9,6.7,0,0,0,,0,0,0,,1,15,0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,91.9,0,0.0,1,3.8
16,16.0,16.0,17.0,18.0,2022-01-09,MIA,,NWE,"W, 33-24",*,7,5,27,5.4,1,71.4,3.9,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,89.7,0,0.0,0,0.0
17,,,,,,,,,8-8,,140,104,1015,9.8,6,74.3,7.3,2,3,1,1.5,9,158,0,17.6,5,35,0,7.0,0.0,3,3,0,0,0,0,2,1,0,0,0,0,903,83.4,0,0.0,55,12.6
