,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2021,23,MIA,NFL,WR,16,16,140,104,1015,9.8,6,59,59.3,57,6.5,63.4,74.3,7.3,2,3,1,1,50.0,2.0,1.5,0.2,0.1,106,9.6,1018,7,2,7.0,
1,2022,24,MIA,NFL,WR,17,17,117,75,1356,18.1,8,60,54.7,84,4.4,79.8,64.1,11.6,3,26,0,0,100.0,9.0,8.7,1.5,0.2,78,17.7,1382,8,1,12.0,
2,2023,25,MIA,NFL,WR,14,14,104,72,1014,14.1,4,47,58.7,60,5.1,72.4,69.2,9.8,3,12,0,1,33.3,12.0,4.0,0.9,0.2,75,13.7,1026,4,0,10.0,
3,2024,26,MIA,NFL,WR,15,15,83,58,744,12.8,2,38,54.2,63,3.9,49.6,69.9,9.0,4,12,0,1,75.0,6.0,3.0,0.8,0.3,62,12.2,756,2,0,7.0,
4,2025,27,MIA,NFL,WR,3,3,17,14,137,9.8,2,8,70.6,23,4.7,45.7,82.4,8.1,0,0,0,0,,,,0.0,0.0,14,9.8,137,2,0,,
5,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,65,65,461,323,4266,13.2,22,212,57.5,84,5.0,65.6,70.1,9.3,12,53,1,3,66.7,12.0,4.4,0.8,0.2,335,12.9,4319,23,3,36.0,
6,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,121,84,1116,13.2,6,55,57.5,84,5.0,65.6,70.1,9.3,3,14,0,1,66.7,12.0,4.4,0.8,0.2,88,12.9,1130,6,1,,
