,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2022-09-11,MIA,,NWE,"W, 20-7",*,5,4,69,17.3,1,80.0,13.8,1,8,0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,66.7,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2022-09-18,MIA,@,BAL,"W, 42-38",*,19,11,171,15.5,2,57.9,9.0,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,57,80.3,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2022-09-25,MIA,,BUF,"W, 21-19",*,6,4,102,25.5,0,66.7,17.0,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,74.4,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2022-09-29,MIA,@,CIN,"L, 15-27",*,5,2,39,19.5,0,40.0,7.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,85.9,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2022-10-09,MIA,@,NYJ,"L, 17-40",*,4,3,23,7.7,0,75.0,5.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,76.1,0,0.0,1,3.4
5,6.0,22.0,6.0,6.0,2022-10-16,MIA,,MIN,"L, 16-24",*,10,6,129,21.5,0,60.0,12.9,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,62,79.5,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2022-10-23,MIA,,PIT,"W, 16-10",*,5,4,88,22.0,0,80.0,17.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,79.0,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2022-10-30,MIA,@,DET,"W, 31-27",*,9,8,106,13.3,2,88.9,11.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,76.5,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2022-11-06,MIA,@,CHI,"W, 35-32",*,7,5,85,17.0,1,71.4,12.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,71.9,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2022-11-13,MIA,,CLE,"W, 39-17",*,5,4,66,16.5,0,80.0,13.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,73.9,0,0.0,1,4.3
10,11.0,27.0,11.0,12.0,2022-11-27,MIA,,HOU,"W, 30-15",*,10,5,85,17.0,0,50.0,8.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,61.8,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2022-12-04,MIA,@,SFO,"L, 17-33",*,5,1,9,9.0,0,20.0,1.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,52.2,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2022-12-11,MIA,@,LAC,"L, 17-23",*,4,2,31,15.5,0,50.0,7.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,84.3,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2022-12-17,MIA,@,BUF,"L, 29-32",*,7,3,114,38.0,1,42.9,16.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,69.5,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2022-12-25,MIA,,GNB,"L, 20-26",*,6,5,143,28.6,1,83.3,23.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,74.0,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2023-01-01,MIA,@,NWE,"L, 21-23",*,5,3,52,17.3,0,60.0,10.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,76.1,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2023-01-08,MIA,,NYJ,"W, 11-6",*,5,5,44,8.8,0,100.0,8.8,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,75.4,0,0.0,1,4.5
17,,,,,,,,,9-8,,117,75,1356,18.1,8,64.1,11.6,3,26,0,8.7,0.0,1,1,0,0,0,0,1,1,0,0,0,0,785,74.3,0,0.0,3,0.7
