,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2016,23,MIA,NFL,WR,1,0,6,4,55,13.8,0,2,50.0,37,4.0,55.0,66.7,9.2,0,0,0,0,0.0,0.0,4,13.8,55,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,0,6,4,55,13.8,0,2,50.0,37,4.0,55.0,66.7,9.2,0,0,0,0,0.0,0.0,4,13.8,55,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,0,102,68,935,13.8,0,34,50.0,37,4.0,55.0,66.7,9.2,0,0,0,0,0.0,0.0,68,13.8,935,0,0,
