,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2016-09-11,MIA,@,SEA,"L, 10-12",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,15.0,2.0,2.0,2016-09-18,MIA,@,NWE,"L, 24-31",*,13,8,106,13.3,0,61.5,8.2,59,92.2,0,0.0,0,0.0
2,2.0,16.0,3.0,3.0,2016-09-25,MIA,,CLE,"W, 30-24 (OT)",*,6,3,51,17.0,1,50.0,8.5,58,86.6,0,0.0,0,0.0
3,3.0,17.0,4.0,4.0,2016-09-29,MIA,@,CIN,"L, 7-22",*,3,2,20,10.0,0,66.7,6.7,40,88.9,0,0.0,0,0.0
4,4.0,18.0,5.0,5.0,2016-10-09,MIA,,TEN,"L, 17-30",,3,2,70,35.0,0,66.7,23.3,36,81.8,0,0.0,0,0.0
5,5.0,19.0,6.0,6.0,2016-10-16,MIA,,PIT,"W, 30-15",,7,5,28,5.6,0,71.4,4.0,60,85.7,0,0.0,0,0.0
6,6.0,20.0,7.0,7.0,2016-10-23,MIA,,BUF,"W, 28-25",,4,3,20,6.7,0,75.0,5.0,49,67.1,0,0.0,0,0.0
7,7.0,21.0,8.0,9.0,2016-11-06,MIA,,NYJ,"W, 27-23",,4,2,8,4.0,0,50.0,2.0,57,90.5,0,0.0,0,0.0
8,8.0,22.0,9.0,10.0,2016-11-13,MIA,@,SDG,"W, 31-24",*,8,5,103,20.6,0,62.5,12.9,41,80.4,0,0.0,0,0.0
9,9.0,23.0,10.0,11.0,2016-11-20,MIA,@,LAR,"W, 14-10",*,10,8,79,9.9,1,80.0,7.9,53,88.3,1,1.6,0,0.0
10,10.0,24.0,11.0,12.0,2016-11-27,MIA,,SFO,"W, 31-24",,6,3,64,21.3,0,50.0,10.7,37,62.7,0,0.0,0,0.0
11,11.0,25.0,12.0,13.0,2016-12-04,MIA,@,BAL,"L, 6-38",*,4,3,34,11.3,1,75.0,8.5,49,79.0,0,0.0,0,0.0
12,12.0,26.0,13.0,14.0,2016-12-11,MIA,,ARI,"W, 26-23",*,3,2,14,7.0,0,66.7,4.7,58,96.7,0,0.0,0,0.0
13,13.0,27.0,14.0,15.0,2016-12-17,MIA,@,NYJ,"W, 34-13",,3,1,17,17.0,0,33.3,5.7,28,58.3,0,0.0,0,0.0
14,14.0,28.0,15.0,16.0,2016-12-24,MIA,@,BUF,"W, 34-31 (OT)",,7,4,85,21.3,1,57.1,12.1,53,76.8,0,0.0,0,0.0
15,15.0,29.0,16.0,17.0,2017-01-01,MIA,,NWE,"L, 14-35",*,6,5,45,9.0,0,83.3,7.5,57,96.6,0,0.0,0,0.0
16,,,,,,,,,10-5,,87,56,744,13.3,4,64.4,8.6,735,82.2,1,0.1,0,0.0
