,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,PIT,@,CIN,"W, 23-20 (OT)",,3,7,0,2.3,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,36.5,0,0.0,11,34.4
1,2.0,2.0,2.0,2.0,2022-09-18,PIT,,NWE,"L, 14-17",,4,15,0,3.8,1,1,0,0.0,0,100.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,17,28.8,0,0.0,8,36.4
2,3.0,3.0,3.0,3.0,2022-09-22,PIT,@,CLE,"L, 17-29",,4,30,0,7.5,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,12,20.3,0,0.0,9,32.1
3,4.0,4.0,4.0,4.0,2022-10-02,PIT,,NYJ,"L, 20-24",,3,18,0,6.0,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,16,25.0,0,0.0,9,34.6
4,5.0,5.0,5.0,5.0,2022-10-09,PIT,@,BUF,"L, 3-38",,5,24,0,4.8,5,4,39,9.8,0,80.0,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,50.7,0,0.0,9,36.0
5,6.0,6.0,6.0,6.0,2022-10-16,PIT,,TAM,"W, 20-18",,2,2,0,1.0,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,20,31.3,0,0.0,10,35.7
6,7.0,7.0,7.0,7.0,2022-10-23,PIT,@,MIA,"L, 10-16",,2,7,0,3.5,2,2,17,8.5,0,100.0,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,22.7,0,0.0,8,30.8
7,8.0,8.0,8.0,8.0,2022-10-30,PIT,@,PHI,"L, 13-35",,6,50,0,8.3,3,3,25,8.3,0,100.0,8.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,22,28.9,0,0.0,10,37.0
8,9.0,9.0,9.0,10.0,2022-11-13,PIT,,NOR,"W, 20-10",,9,37,0,4.1,3,3,40,13.3,0,100.0,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,42.9,0,0.0,8,33.3
9,10.0,10.0,10.0,11.0,2022-11-20,PIT,,CIN,"L, 30-37",,0,0,0,,1,1,9,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.1,0,0.0,1,2.8
10,10.0,,11.0,12.0,2022-11-28,PIT,@,IND,"W, 24-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,11.0,12.0,13.0,2022-12-04,PIT,@,ATL,"W, 19-16",,1,5,0,5.0,2,2,14,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,20.0,0,0.0,5,20.0
12,12.0,12.0,13.0,14.0,2022-12-11,PIT,,BAL,"L, 14-16",,3,11,0,3.7,3,2,16,8.0,0,66.7,5.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,22,40.0,0,0.0,5,23.8
13,13.0,13.0,14.0,15.0,2022-12-18,PIT,@,CAR,"W, 24-16",,11,38,1,3.5,1,1,11,11.0,0,100.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,33.8,0,0.0,9,36.0
14,14.0,14.0,15.0,16.0,2022-12-24,PIT,,LVR,"W, 13-10",,6,23,0,3.8,2,1,7,7.0,0,50.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,30.9,0,0.0,7,31.8
15,15.0,15.0,16.0,17.0,2023-01-01,PIT,@,BAL,"W, 16-13",,12,76,0,6.3,3,3,22,7.3,0,100.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,40.0,0,0.0,9,39.1
16,16.0,16.0,17.0,18.0,2023-01-08,PIT,,CLE,"W, 28-14",,6,36,0,6.0,4,3,7,2.3,0,75.0,1.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,31,42.5,0,0.0,9,40.9
17,,,,,,,,,8-8,,77,379,1,4.9,33,28,214,7.6,0,84.8,6.5,0.0,5,4,1,0,0,0,1,0,0,1,3,0,342,31.3,0,0.0,127,30.8
