,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,24,PIT,NFL,RB,16,0,77,379,1,20,53.2,31,4.9,23.7,4.8,33,28,214,7.6,0,14,51.5,26,1.8,13.4,84.8,6.5,105,5.6,593,1,1,4.0,
1,2023,25,PIT,NFL,RB,17,0,149,784,4,36,49.7,74,5.3,46.1,8.8,74,61,370,6.1,0,19,44.6,30,3.6,21.8,82.4,5.0,210,5.5,1154,4,4,7.0,
2,2024,26,PIT,NFL,RB,15,0,120,511,1,28,50.0,22,4.3,34.1,8.0,47,38,310,8.2,0,16,46.8,29,2.5,20.7,80.9,6.6,158,5.2,821,1,2,6.0,
3,2025,27,PIT,NFL,RB,3,3,43,132,0,11,53.5,11,3.1,44.0,14.3,12,11,142,12.9,1,5,66.7,65,3.7,47.3,91.7,11.8,54,5.1,274,1,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,51,3,389,1806,6,95,50.9,74,4.6,35.4,7.6,166,138,1036,7.5,1,54,48.2,65,2.7,20.3,83.1,6.2,527,5.4,2842,7,7,17.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,1,130,602,2,32,50.9,74,4.6,35.4,7.6,55,46,345,7.5,0,18,48.2,65,2.7,20.3,83.1,6.2,176,5.4,947,2,2,,
