,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-08,PIT,@,ATL,"W, 18-10",,2,7,0,3.5,2,2,13,6.5,0,100.0,6.5,0,0,0,,0,0,0,0,0,0,21,30.9,0,0.0,3,12.0
1,2.0,35.0,2.0,2.0,2024-09-15,PIT,@,DEN,"W, 13-6",,9,42,0,4.7,2,2,19,9.5,0,100.0,9.5,1,13,0,13.0,0,0,0,1,0,0,32,48.5,0,0.0,3,12.0
2,3.0,36.0,3.0,3.0,2024-09-22,PIT,,LAC,"W, 20-10",,3,5,0,1.7,1,1,-4,-4.0,0,100.0,-4.0,0,0,0,,0,0,0,0,0,0,23,33.8,0,0.0,3,11.5
3,3.0,,4.0,4.0,2024-09-29,PIT,@,IND,"L, 24-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2024-10-06,PIT,,DAL,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,37.0,6.0,6.0,2024-10-13,PIT,@,LVR,"W, 32-13",,6,7,0,1.2,3,3,11,3.7,0,100.0,3.7,1,26,0,26.0,0,0,0,1,0,0,25,37.3,0,0.0,2,8.0
6,5.0,38.0,7.0,7.0,2024-10-20,PIT,,NYJ,"W, 37-15",,12,44,0,3.7,3,2,15,7.5,0,66.7,5.0,0,0,0,,0,0,0,0,0,0,35,51.5,0,0.0,3,10.3
7,6.0,39.0,8.0,8.0,2024-10-28,PIT,,NYG,"W, 26-18",,9,46,0,5.1,3,2,13,6.5,0,66.7,4.3,0,0,0,,0,0,0,0,0,0,26,39.4,0,0.0,6,20.0
8,7.0,40.0,9.0,10.0,2024-11-10,PIT,@,WAS,"W, 28-27",,14,66,0,4.7,2,2,29,14.5,0,100.0,14.5,2,56,0,28.0,1,1,0,0,0,0,35,44.9,0,0.0,6,18.8
9,8.0,41.0,10.0,11.0,2024-11-17,PIT,,BAL,"W, 18-16",,9,41,0,4.6,4,4,27,6.8,0,100.0,6.8,0,0,0,,0,0,0,0,0,0,26,33.3,0,0.0,4,13.8
10,9.0,42.0,11.0,12.0,2024-11-21,PIT,@,CLE,"L, 19-24",,11,45,1,4.1,4,3,19,6.3,0,75.0,4.8,1,26,0,26.0,0,0,0,0,0,0,39,56.5,0,0.0,5,25.0
11,10.0,43.0,12.0,13.0,2024-12-01,PIT,@,CIN,"W, 44-38",,3,9,0,3.0,4,4,55,13.8,0,100.0,13.8,1,15,0,15.0,0,0,0,0,0,0,25,36.2,0,0.0,6,18.2
12,11.0,44.0,13.0,14.0,2024-12-08,PIT,,CLE,"W, 27-14",,9,47,0,5.2,5,2,25,12.5,0,40.0,5.0,0,0,0,,0,0,0,0,0,0,34,52.3,0,0.0,3,10.3
13,12.0,45.0,14.0,15.0,2024-12-15,PIT,@,PHI,"L, 13-27",,4,12,0,3.0,2,1,3,3.0,0,50.0,1.5,0,0,0,,0,0,0,0,0,0,23,53.5,0,0.0,6,24.0
14,13.0,46.0,15.0,16.0,2024-12-21,PIT,@,BAL,"L, 17-34",,12,48,0,4.0,5,5,44,8.8,0,100.0,8.8,1,34,0,34.0,1,0,0,1,0,0,40,66.7,0,0.0,7,25.9
15,14.0,47.0,16.0,17.0,2024-12-25,PIT,,KAN,"L, 10-29",,11,71,0,6.5,6,5,41,8.2,0,83.3,6.8,0,0,0,,0,0,0,0,0,0,40,53.3,0,0.0,6,24.0
16,15.0,48.0,17.0,18.0,2025-01-04,PIT,,CIN,"L, 17-19",,6,21,0,3.5,1,0,0,,0,0.0,0.0,2,57,0,28.5,0,0,0,0,0,0,23,37.7,0,0.0,6,23.1
17,,,,,,,,,10-5,,120,511,1,4.3,47,38,310,8.2,0,80.9,6.6,9,227,0,25.2,2,1,0,3,0,0,447,44.7,0,0.0,69,17.0
