,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,49.0,1.0,1.0,2025-09-07,PIT,@,NYJ,"W, 34-32",*,11,37,0,3.4,2,2,22,11.0,1,100.0,11.0,25,44.6,0,0.0,0,0.0
1,2.0,50.0,2.0,2.0,2025-09-14,PIT,,SEA,"L, 17-31",*,14,48,0,3.4,4,4,86,21.5,0,100.0,21.5,36,58.1,0,0.0,2,7.1
2,3.0,51.0,3.0,3.0,2025-09-21,PIT,@,NWE,"W, 21-14",*,18,47,0,2.6,6,5,34,6.8,0,83.3,5.7,43,79.6,0,0.0,0,0.0
3,,,,,,,,,2-1,,43,132,0,3.1,12,11,142,12.9,1,91.7,11.8,104,60.5,0,0.0,2,2.6
