,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-10,KAN,,HOU,"W, 34-20",*,25,138,1,5.5,2,0,0,,0,0.0,0.0,46,66.7,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2020-09-20,KAN,@,LAC,"W, 23-20 (OT)",*,10,38,0,3.8,8,6,32,5.3,0,75.0,4.0,48,62.3,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2020-09-28,KAN,@,BAL,"W, 34-20",*,20,64,0,3.2,6,5,70,14.0,0,83.3,11.7,52,69.3,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2020-10-05,KAN,,NWE,"W, 26-10",*,16,64,0,4.0,3,3,27,9.0,0,100.0,9.0,41,73.2,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2020-10-11,KAN,,LVR,"L, 32-40",*,10,40,0,4.0,8,3,40,13.3,0,37.5,5.0,43,59.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2020-10-19,KAN,@,BUF,"W, 26-17",*,26,161,0,6.2,4,4,8,2.0,0,100.0,2.0,49,67.1,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2020-10-25,KAN,@,DEN,"W, 43-16",*,8,46,1,5.8,4,1,17,17.0,0,25.0,4.3,27,52.9,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2020-11-01,KAN,,NYJ,"W, 35-9",*,6,21,0,3.5,3,3,10,3.3,0,100.0,3.3,33,50.0,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2020-11-08,KAN,,CAR,"W, 33-31",*,5,14,0,2.8,5,3,20,6.7,1,60.0,4.0,25,40.3,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2020-11-22,KAN,@,LVR,"W, 35-31",*,14,69,2,4.9,2,1,8,8.0,0,50.0,4.0,40,51.3,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2020-11-29,KAN,@,TAM,"W, 27-24",*,11,37,0,3.4,1,1,2,2.0,0,100.0,2.0,47,59.5,0,0.0,0,0.0
11,11.0,,12.0,13.0,2020-12-06,KAN,,DEN,"W, 22-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,12.0,12.0,13.0,14.0,2020-12-13,KAN,@,MIA,"W, 33-27",*,16,32,0,2.0,6,5,59,11.8,0,83.3,9.8,46,74.2,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2020-12-20,KAN,@,NOR,"W, 32-29",*,14,79,0,5.6,2,1,4,4.0,0,50.0,2.0,45,45.9,0,0.0,0,0.0
14,13.0,,15.0,16.0,2020-12-27,KAN,,ATL,"W, 17-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,13.0,,16.0,17.0,2021-01-03,KAN,,LAC,"L, 21-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,12-1,,181,803,4,4.4,54,36,297,8.3,1,66.7,5.5,542,59.0,0,0.0,0,0.0
