,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2020-09-13,SFO,,ARI,"L, 20-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,1.0,10.0,2.0,2.0,2020-09-20,SFO,@,NYJ,"W, 31-13",,8,11,72.7,71,0,1,6.5,2.36,51.7,2,17,2,-2,0,-1.0,2,0,0,1,0,0,29,47.5,0,0.0,0,0.0
2,2.0,11.0,3.0,3.0,2020-09-27,SFO,@,NYG,"W, 36-9",*,25,36,69.4,343,1,0,9.5,10.08,108.9,2,16,4,0,0,0.0,0,0,0,0,0,0,77,97.5,0,0.0,0,0.0
3,3.0,12.0,4.0,4.0,2020-10-04,SFO,,PHI,"L, 20-25",*,18,26,69.2,200,1,2,7.7,5.00,72.6,4,28,0,0,0,,1,1,0,0,0,0,50,68.5,0,0.0,0,0.0
4,3.0,,5.0,5.0,2020-10-11,SFO,,MIA,"L, 17-43",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,,6.0,6.0,2020-10-18,SFO,,LAR,"W, 24-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,3.0,,7.0,7.0,2020-10-25,SFO,@,NWE,"W, 33-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,4.0,13.0,8.0,8.0,2020-11-01,SFO,@,SEA,"L, 27-37",,18,25,72.0,238,2,0,9.5,11.12,128.4,0,0,0,0,0,,0,0,0,0,0,0,29,41.4,0,0.0,0,0.0
8,5.0,14.0,9.0,9.0,2020-11-05,SFO,,GNB,"L, 17-34",*,22,35,62.9,291,1,1,8.3,7.60,86.7,1,9,1,0,0,0.0,1,1,0,0,0,0,57,100.0,0,0.0,0,0.0
9,6.0,15.0,10.0,10.0,2020-11-15,SFO,@,NOR,"L, 13-27",*,24,38,63.2,247,1,2,6.5,4.66,68.6,2,15,1,3,0,3.0,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
10,7.0,16.0,11.0,12.0,2020-11-29,SFO,@,LAR,"W, 23-20",*,24,35,68.6,252,0,1,7.2,5.91,77.3,2,19,0,0,0,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
11,8.0,17.0,12.0,13.0,2020-12-07,SFO,,BUF,"L, 24-34",*,26,39,66.7,316,3,2,8.1,7.33,95.7,0,0,0,0,0,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
12,9.0,18.0,13.0,14.0,2020-12-13,SFO,,WAS,"L, 15-23",*,25,45,55.6,260,1,1,5.8,5.22,70.6,4,24,0,0,0,,1,1,0,0,0,0,81,100.0,0,0.0,0,0.0
13,10.0,19.0,14.0,15.0,2020-12-20,SFO,@,DAL,"L, 33-41",*,21,36,58.3,219,2,2,6.1,4.69,71.4,2,11,1,7,0,7.0,1,1,0,0,0,0,77,91.7,0,0.0,0,0.0
14,10.0,,15.0,16.0,2020-12-26,SFO,@,ARI,"W, 20-12",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
15,10.0,,16.0,17.0,2021-01-03,SFO,,SEA,"L, 23-26",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,,,,,,,,,3-7,,211,326,64.7,2437,12,12,7.5,6.56,84.1,19,139,9,8,0,0.9,6,4,0,1,0,0,603,85.0,0,0.0,0,0.0
