,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2024,23,CAR,NFL,WR,16,13,84,49,497,10.1,4,27,44.0,35,3.1,31.1,58.3,5.9,6,24,0,2,50.0,8,4.0,1.5,0.4,55,9.5,521,4,0,5,
1,1 Yr,1 Yr,1 Yr,1 Yr,,16,13,84,49,497,10.1,4,27,44.0,35,3.1,31.1,58.3,5.9,6,24,0,2,50.0,8,4.0,1.5,0.4,55,9.5,521,4,0,5,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,89,52,528,10.1,4,29,44.0,35,3.1,31.1,58.3,5.9,6,26,0,2,50.0,8,4.0,1.5,0.4,58,10.1,554,4,0,5,
