,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,75.0,1.0,1.0,2024-09-08,DET,,LAR,"W, 26-20 (OT)",*,17,91,1,5.4,1,1,2,2.0,0,100.0,2.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,30,49.2,0,0.0,0,0.0
1,2.0,76.0,2.0,2.0,2024-09-15,DET,,TAM,"L, 16-20",*,11,35,1,3.2,4,4,35,8.8,0,100.0,8.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,30,34.9,0,0.0,0,0.0
2,3.0,77.0,3.0,3.0,2024-09-22,DET,@,ARI,"W, 20-13",*,23,105,1,4.6,3,3,17,5.7,0,100.0,5.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,35,51.5,0,0.0,0,0.0
3,4.0,78.0,4.0,4.0,2024-09-30,DET,,SEA,"W, 42-29",*,12,40,1,3.3,1,1,40,40.0,0,100.0,40.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,21,39.6,0,0.0,0,0.0
4,5.0,79.0,5.0,6.0,2024-10-13,DET,@,DAL,"W, 47-9",*,12,80,2,6.7,1,1,0,0.0,0,100.0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,21,30.9,0,0.0,0,0.0
5,6.0,80.0,6.0,7.0,2024-10-20,DET,@,MIN,"W, 31-29",*,9,31,0,3.4,4,3,39,13.0,0,75.0,9.8,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,22,38.6,0,0.0,0,0.0
6,7.0,81.0,7.0,8.0,2024-10-27,DET,,TEN,"W, 52-14",*,9,33,1,3.7,1,1,5,5.0,0,100.0,5.0,1,1,100.0,3,1,0,3.0,23.00,118.7,0,0,0,0,0,0,0,0,23,47.9,0,0.0,0,0.0
7,8.0,82.0,8.0,9.0,2024-11-03,DET,@,GNB,"W, 24-14",*,17,73,0,4.3,3,3,23,7.7,0,100.0,7.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,32,56.1,0,0.0,0,0.0
8,9.0,83.0,9.0,10.0,2024-11-10,DET,@,HOU,"W, 26-23",*,12,32,1,2.7,2,1,24,24.0,0,50.0,12.0,0,0,,0,0,0,,,,0,0,1,0,0,1,0,0,26,40.0,0,0.0,0,0.0
9,10.0,84.0,10.0,11.0,2024-11-17,DET,,JAX,"W, 52-6",*,15,75,2,5.0,3,3,20,6.7,0,100.0,6.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,31,39.2,0,0.0,0,0.0
10,11.0,85.0,11.0,12.0,2024-11-24,DET,@,IND,"W, 24-6",*,8,37,1,4.6,3,3,36,12.0,0,100.0,12.0,0,0,,0,0,0,,,,0,0,0,0,0,1,0,0,21,29.2,0,0.0,0,0.0
11,12.0,86.0,12.0,13.0,2024-11-28,DET,,CHI,"W, 23-20",*,21,88,0,4.2,3,3,36,12.0,0,100.0,12.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,54.3,0,0.0,0,0.0
12,13.0,87.0,13.0,14.0,2024-12-05,DET,,GNB,"W, 34-31",*,14,51,1,3.6,5,5,33,6.6,0,100.0,6.6,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,36,45.0,0,0.0,0,0.0
13,14.0,88.0,14.0,15.0,2024-12-15,DET,,BUF,"L, 42-48",*,5,4,0,0.8,4,4,31,7.8,0,100.0,7.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,24,30.4,0,0.0,0,0.0
14,14.0,,15.0,16.0,2024-12-22,DET,@,CHI,"W, 34-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2024-12-30,DET,@,SFO,"W, 40-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,14.0,,17.0,18.0,2025-01-05,DET,,MIN,"W, 31-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,12-2,,185,775,12,4.2,38,36,341,9.5,0,94.7,9.0,1,1,100.0,3,1,0,3.0,23.00,118.7,0,0,2,1,0,2,0,0,390,41.4,0,0.0,0,0.0
