,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2024,23,TAM,NFL,WR,1,1,4,2,41,20.5,0,2,50.0,26,2.0,41.0,50.0,10.3,0,0,0,0,0.0,0.0,2,20.5,41,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,1,4,2,41,20.5,0,2,50.0,26,2.0,41.0,50.0,10.3,0,0,0,0,0.0,0.0,2,20.5,41,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,68,34,697,20.5,0,34,50.0,26,2.0,41.0,50.0,10.3,0,0,0,0,0.0,0.0,34,20.5,697,0,0,
