,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,KAN,@,ARI,"W, 44-21",,12,62,1,5.2,0,0,0,,0,,,1,22,0,22.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,16,22.9,0,0.0,11,40.7
1,2.0,2.0,2.0,2.0,2022-09-15,KAN,,LAC,"W, 27-24",,2,6,0,3.0,0,0,0,,0,,,0,0,0,,0.0,2,1,1,0,0,0,0,0,0,0,0,0,5,8.8,0,0.0,10,31.3
2,3.0,3.0,3.0,3.0,2022-09-25,KAN,@,IND,"L, 17-20",,3,9,0,3.0,0,0,0,,0,,,5,94,0,18.8,0.0,0,0,0,0,0,0,1,0,0,1,2,0,5,7.9,0,0.0,9,39.1
3,4.0,4.0,4.0,4.0,2022-10-02,KAN,@,TAM,"W, 41-31",,11,63,0,5.7,0,0,0,,0,,,3,91,0,30.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,21.3,0,0.0,13,43.3
4,5.0,5.0,5.0,5.0,2022-10-10,KAN,,LVR,"W, 30-29",,1,0,0,0.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8,0,0.0,11,39.3
5,6.0,6.0,6.0,6.0,2022-10-16,KAN,,BUF,"L, 20-24",,2,9,0,4.5,2,2,9,4.5,0,100.0,4.5,3,43,0,14.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.9,0,0.0,8,34.8
6,7.0,7.0,7.0,7.0,2022-10-23,KAN,@,SFO,"W, 44-23",*,8,43,0,5.4,0,0,0,,0,,,5,126,0,25.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,29.7,0,0.0,13,46.4
7,8.0,8.0,8.0,9.0,2022-11-06,KAN,,TEN,"W, 20-17 (OT)",*,5,5,0,1.0,1,1,4,4.0,0,100.0,4.0,2,39,0,19.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,22.0,0,0.0,10,32.3
8,9.0,9.0,9.0,10.0,2022-11-13,KAN,,JAX,"W, 27-17",*,16,82,0,5.1,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,35,55.6,0,0.0,4,15.4
9,10.0,10.0,10.0,11.0,2022-11-20,KAN,@,LAC,"W, 30-27",*,15,107,0,7.1,0,0,0,,0,,,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,40.0,0,0.0,6,20.7
10,11.0,11.0,11.0,12.0,2022-11-27,KAN,,LAR,"W, 26-10",*,22,69,1,3.1,1,1,17,17.0,0,100.0,17.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,51.3,0,0.0,3,12.5
11,12.0,12.0,12.0,13.0,2022-12-04,KAN,@,CIN,"L, 24-27",*,14,66,1,4.7,2,2,16,8.0,0,100.0,8.0,5,116,0,23.2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,25,45.5,0,0.0,6,26.1
12,13.0,13.0,13.0,14.0,2022-12-11,KAN,@,DEN,"W, 34-28",*,13,70,0,5.4,3,3,23,7.7,0,100.0,7.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,42.6,0,0.0,5,15.6
13,14.0,14.0,14.0,15.0,2022-12-18,KAN,@,HOU,"W, 30-24 (OT)",*,15,86,0,5.7,1,1,11,11.0,0,100.0,11.0,3,47,0,15.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,27,35.1,0,0.0,6,21.4
14,15.0,15.0,15.0,16.0,2022-12-24,KAN,,SEA,"W, 24-10",*,14,58,0,4.1,2,1,32,32.0,0,50.0,16.0,1,19,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,49.1,0,0.0,1,4.2
15,16.0,16.0,16.0,17.0,2023-01-01,KAN,,DEN,"W, 27-24",*,9,31,1,3.4,2,2,18,9.0,0,100.0,9.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,45.0,0,0.0,5,17.2
16,17.0,17.0,17.0,18.0,2023-01-07,KAN,@,LVR,"W, 31-13",*,8,64,1,8.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,35.6,0,0.0,3,13.0
17,,,,,,,,,14-3,,170,830,5,4.9,14,13,130,10.0,0,92.9,9.3,29,597,0,20.6,0.0,3,2,1,0,0,0,4,2,0,2,2,0,351,30.5,0,0.0,124,27.0
